#"Step","Potential Energy (kJ/mole)","Temperature (K)"
23970,0.0,284.228640914
23971,0.0,295.039029192
23972,0.0,302.937060325
23973,0.0,304.954420836
23974,0.0,310.707870423
23975,0.0,327.12216865
23976,0.0,324.977816286
23977,0.0,296.682841255
23978,0.0,331.925851842
23979,0.0,297.069927294
23980,0.0,288.707928183
23981,0.0,317.160464099
23982,0.0,322.331279844
23983,0.0,346.168175385
23984,0.0,326.421420893
23985,0.0,308.992958133
23986,0.0,261.537678798
23987,0.0,289.330004608
23988,0.0,306.503382046
23989,0.0,308.426516435
23990,0.0,251.598380113
23991,0.0,248.988475987
23992,0.0,271.537584626
23993,0.0,261.48951959
23994,0.0,243.92117773
23995,0.0,235.422947521
23996,0.0,244.595683544
23997,0.0,223.676798378
23998,0.0,222.639930253
23999,0.0,224.843186504
24000,0.0,195.752701419
24001,0.0,233.037990529
24002,0.0,206.318483804
24003,0.0,204.133655669
24004,0.0,191.490070253
24005,0.0,198.515058762
24006,0.0,222.534309432
24007,0.0,227.210886011
24008,0.0,226.440541092
24009,0.0,216.875334798
24010,0.0,198.406742201
24011,0.0,205.053696959
24012,0.0,236.240041743
24013,0.0,232.811268156
24014,0.0,260.847744649
24015,0.0,225.942154179
24016,0.0,205.486290121
24017,0.0,217.11119791
24018,0.0,216.61859775
24019,0.0,210.033458053
24020,0.0,227.060389001
24021,0.0,186.816879261
24022,0.0,209.155880982
24023,0.0,179.636843612
24024,0.0,176.072228898
24025,0.0,165.147853263
24026,0.0,154.000453685
24027,0.0,178.719842961
24028,0.0,178.056180284
24029,0.0,151.138540092
24030,0.0,150.639537365
24031,0.0,146.051424788
24032,0.0,148.185613554
24033,0.0,160.986835924
24034,0.0,188.962939724
24035,0.0,165.265030411
24036,0.0,183.401941834
24037,0.0,192.537356686
24038,0.0,189.914697059
24039,0.0,199.693964209
24040,0.0,210.917644794
24041,0.0,208.10881462
24042,0.0,195.715108517
24043,0.0,183.122379705
24044,0.0,179.610937093
24045,0.0,176.287232511
24046,0.0,173.147351571
24047,0.0,192.534846497
24048,0.0,212.08033321
24049,0.0,196.293075488
24050,0.0,165.660347694
24051,0.0,169.672765386
24052,0.0,158.063793786
24053,0.0,171.035408912
24054,0.0,169.44908443
24055,0.0,160.841873443
24056,0.0,209.700123073
24057,0.0,184.641109193
24058,0.0,188.931179797
24059,0.0,196.375032358
24060,0.0,181.330350486
24061,0.0,184.510632089
24062,0.0,197.411768022
24063,0.0,187.899258927
24064,0.0,212.576645809
24065,0.0,187.370342522
24066,0.0,166.477980652
24067,0.0,152.800889168
24068,0.0,149.692189699
24069,0.0,157.197380133
24070,0.0,172.322223323
24071,0.0,161.158333606
24072,0.0,153.213089611
24073,0.0,133.441617109
24074,0.0,120.83794283
24075,0.0,121.51956832
24076,0.0,142.858714565
24077,0.0,119.235834114
24078,0.0,112.01513286
24079,0.0,100.440380058
24080,0.0,99.229686694
24081,0.0,93.3836037529
24082,0.0,71.3985185118
24083,0.0,72.0416966822
24084,0.0,60.7485681817
24085,0.0,63.0969334407
24086,0.0,70.5322340273
24087,0.0,75.1979294017
24088,0.0,70.3905117878
24089,0.0,60.0904968286
24090,0.0,52.6986797735
24091,0.0,60.7998247583
24092,0.0,58.9514930101
24093,0.0,63.7037541662
24094,0.0,54.977755134
24095,0.0,54.7465215285
24096,0.0,43.3585586602
24097,0.0,48.556722671
24098,0.0,65.4367848638
24099,0.0,69.9274423029
24100,0.0,62.1540874373
24101,0.0,81.6365476962
24102,0.0,82.0301634726
24103,0.0,104.032531378
24104,0.0,80.2324917353
24105,0.0,77.5949766907
24106,0.0,78.8131055951
24107,0.0,78.6885584881
24108,0.0,94.4549886386
24109,0.0,86.5216579357
24110,0.0,98.143403793
24111,0.0,93.9550806891
24112,0.0,80.1232556704
24113,0.0,93.1342355082
24114,0.0,90.8604819062
24115,0.0,97.1598394829
24116,0.0,92.9302687597
24117,0.0,102.99438193
24118,0.0,112.093304292
24119,0.0,100.462738094
24120,0.0,100.960436924
24121,0.0,81.8107076094
24122,0.0,96.8394912137
24123,0.0,81.1457257964
24124,0.0,72.9779055431
24125,0.0,51.3359086607
24126,0.0,49.4738060973
24127,0.0,45.6741638374
24128,0.0,55.6134697495
24129,0.0,71.8303979473
24130,0.0,56.0324418097
24131,0.0,61.3132893789
24132,0.0,70.5906714509
24133,0.0,71.5372758454
24134,0.0,79.5048240538
24135,0.0,70.2431685492
24136,0.0,66.3766075701
24137,0.0,79.7852703185
24138,0.0,67.4340029945
24139,0.0,75.3889598099
24140,0.0,63.7327476841
24141,0.0,66.5090408157
24142,0.0,72.1662682003
24143,0.0,72.7018988748
24144,0.0,69.2310854646
24145,0.0,80.9009349079
24146,0.0,82.1387944064
24147,0.0,93.2549678132
24148,0.0,97.2902709585
24149,0.0,116.014056717
24150,0.0,106.533802562
24151,0.0,116.107460862
24152,0.0,85.9788201726
24153,0.0,92.0661600007
24154,0.0,70.8007388493
24155,0.0,61.2522893039
24156,0.0,61.171795558
24157,0.0,63.1933672504
24158,0.0,57.7454804797
24159,0.0,54.2082873406
24160,0.0,63.694570374
24161,0.0,56.8579002364
24162,0.0,63.7086253075
24163,0.0,65.4756155085
24164,0.0,49.8410265996
24165,0.0,67.3924604559
24166,0.0,51.8932614348
24167,0.0,50.7321474157
24168,0.0,61.2695165073
24169,0.0,63.318621285
24170,0.0,65.5385137472
24171,0.0,44.0819778436
24172,0.0,47.471417715
24173,0.0,47.0234172384
24174,0.0,51.1993027801
24175,0.0,50.8262911457
24176,0.0,56.4939668587
24177,0.0,65.5198127836
24178,0.0,61.8213767968
24179,0.0,67.586323191
24180,0.0,68.5963097252
24181,0.0,78.8594413177
24182,0.0,78.0170575348
24183,0.0,93.32900102
24184,0.0,94.0368636031
24185,0.0,66.2283184905
24186,0.0,60.1782358303
24187,0.0,60.9983814414
24188,0.0,54.6501196655
24189,0.0,48.6342883476
24190,0.0,58.9743945054
24191,0.0,68.1094522894
24192,0.0,78.7114419282
24193,0.0,88.8856111038
24194,0.0,89.3587257901
24195,0.0,70.1963845397
24196,0.0,51.9597600226
24197,0.0,57.7026074813
24198,0.0,60.4365834861
24199,0.0,65.4670874326
24200,0.0,56.8416966813
24201,0.0,47.4844022506
24202,0.0,30.4859018317
24203,0.0,22.0101686614
24204,0.0,27.9045866636
24205,0.0,18.9918358726
24206,0.0,14.6563790199
24207,0.0,14.4211123364
24208,0.0,29.4367277542
24209,0.0,22.8226294978
24210,0.0,20.2612872281
24211,0.0,18.4277743615
24212,0.0,19.5064725097
24213,0.0,15.607438621
24214,0.0,10.6149111506
24215,0.0,13.3311247165
24216,0.0,8.32485601154
24217,0.0,6.02785730798
24218,0.0,7.91253941768
24219,0.0,6.03154547588
24220,0.0,3.36417189407
24221,0.0,3.56791257279
24222,0.0,4.99976294518
24223,0.0,7.03476785983
24224,0.0,5.57380033687
24225,0.0,6.72687528994
24226,0.0,7.61022071284
24227,0.0,10.4777646728
24228,0.0,14.3998835744
24229,0.0,23.9782652157
24230,0.0,26.382990441
24231,0.0,26.0275081534
24232,0.0,24.0092405666
24233,0.0,26.8446132042
24234,0.0,28.9277240827
24235,0.0,34.0760830345
24236,0.0,43.5545386603
24237,0.0,48.3663505759
24238,0.0,50.8223191622
24239,0.0,55.6440595221
24240,0.0,56.1921953832
24241,0.0,48.1991038605
24242,0.0,46.99303238
24243,0.0,52.8117045406
24244,0.0,49.0379672387
24245,0.0,40.623521698
24246,0.0,39.2678806374
24247,0.0,35.3430780405
24248,0.0,39.717886192
24249,0.0,44.6945901899
24250,0.0,50.1851486568
24251,0.0,63.2122596239
24252,0.0,65.7670731642
24253,0.0,91.1199213068
24254,0.0,96.9175334242
24255,0.0,121.335168375
24256,0.0,103.598844711
24257,0.0,97.5223847935
24258,0.0,93.0804428852
24259,0.0,76.0872912127
24260,0.0,71.0772914225
24261,0.0,75.3198234925
24262,0.0,64.7517650279
24263,0.0,92.0636279248
24264,0.0,93.3094867096
24265,0.0,95.4534083406
24266,0.0,98.2722558356
24267,0.0,160.785080716
24268,0.0,182.89125683
24269,0.0,192.479749192
24270,0.0,202.689779825
24271,0.0,192.441376613
24272,0.0,222.543317873
24273,0.0,205.971267657
24274,0.0,193.057743863
24275,0.0,182.313846596
24276,0.0,182.471849772
24277,0.0,167.177403102
24278,0.0,159.95809664
24279,0.0,173.975677153
24280,0.0,167.160593791
24281,0.0,168.396793881
24282,0.0,137.724896164
24283,0.0,159.409945124
24284,0.0,167.445258105
24285,0.0,142.831268602
24286,0.0,172.849705004
24287,0.0,161.801631283
24288,0.0,170.609079438
24289,0.0,137.52034322
24290,0.0,132.081060528
24291,0.0,124.458050411
24292,0.0,128.304144616
24293,0.0,154.246719456
24294,0.0,137.600736285
24295,0.0,137.66680037
24296,0.0,132.11239019
24297,0.0,123.529951525
24298,0.0,120.326360018
24299,0.0,117.687179369
24300,0.0,96.7317398155
24301,0.0,92.4400780505
24302,0.0,76.9504897097
24303,0.0,85.384614291
24304,0.0,84.3785096729
24305,0.0,93.9257302701
24306,0.0,105.62186122
24307,0.0,86.7941648919
24308,0.0,58.139658823
24309,0.0,56.6599605781
24310,0.0,61.6278212842
24311,0.0,39.8724550692
24312,0.0,32.6715353356
24313,0.0,35.0124757516
24314,0.0,40.0913996315
24315,0.0,57.5555944262
24316,0.0,64.0188117352
24317,0.0,63.3818267872
24318,0.0,79.2643332692
24319,0.0,91.2341886664
24320,0.0,77.4658662909
24321,0.0,81.2346881963
24322,0.0,82.6643234544
24323,0.0,63.0857426177
24324,0.0,72.3022659403
24325,0.0,59.3817463312
24326,0.0,64.5531066633
24327,0.0,64.1360057104
24328,0.0,58.9499654957
24329,0.0,51.3294307782
24330,0.0,54.1323926622
24331,0.0,60.6204648987
24332,0.0,57.4211004468
24333,0.0,60.2064864474
24334,0.0,54.61337084
24335,0.0,46.5226514486
24336,0.0,53.2940720356
24337,0.0,41.8433170354
24338,0.0,34.8651099905
24339,0.0,58.8172541931
24340,0.0,47.0596110688
24341,0.0,48.3137442443
24342,0.0,36.2546053185
24343,0.0,36.1638914314
24344,0.0,54.1520695922
24345,0.0,58.9952082686
24346,0.0,56.4063121418
24347,0.0,46.0261192654
24348,0.0,49.75159658
24349,0.0,51.325541957
24350,0.0,67.5483471718
24351,0.0,66.4178220854
24352,0.0,85.9373679971
24353,0.0,82.1169355137
24354,0.0,83.8542689862
24355,0.0,88.6001131687
24356,0.0,69.2594755402
24357,0.0,67.8432533275
24358,0.0,82.9655390232
24359,0.0,76.7717746893
24360,0.0,68.5620451837
24361,0.0,73.0743370917
24362,0.0,66.219547635
24363,0.0,57.4330980557
24364,0.0,48.9031251931
24365,0.0,51.3694794547
24366,0.0,49.2169135204
24367,0.0,42.6598508803
24368,0.0,49.7561445174
24369,0.0,51.7557552934
24370,0.0,46.8601253598
24371,0.0,51.4585021375
24372,0.0,38.4845955617
24373,0.0,43.7640601262
24374,0.0,42.3133006936
24375,0.0,49.3714976853
24376,0.0,41.4415038505
24377,0.0,34.3252688235
24378,0.0,32.2372660144
24379,0.0,43.0882454985
24380,0.0,46.6545297808
24381,0.0,45.7709047284
24382,0.0,44.5999060999
24383,0.0,47.2715784701
24384,0.0,39.5855461732
24385,0.0,30.8661993413
24386,0.0,34.1810722785
24387,0.0,33.4686535142
24388,0.0,31.1080986487
24389,0.0,20.7959022865
24390,0.0,10.138923199
24391,0.0,9.44574183612
24392,0.0,17.6199357685
24393,0.0,8.38680174582
24394,0.0,9.9959647596
24395,0.0,13.1567337197
24396,0.0,14.5390548601
24397,0.0,8.04476206119
24398,0.0,9.73639584286
24399,0.0,12.6517925387
24400,0.0,7.85017357949
24401,0.0,8.74652865522
24402,0.0,13.5783027252
24403,0.0,13.0394802429
24404,0.0,16.7275286704
24405,0.0,23.6819108232
24406,0.0,29.6610454658
24407,0.0,32.7513921886
24408,0.0,27.8022545947
24409,0.0,22.6357496058
24410,0.0,28.1197829558
24411,0.0,22.9857650069
24412,0.0,24.3841404771
24413,0.0,21.331930971
24414,0.0,22.7921400418
24415,0.0,22.8787179458
24416,0.0,23.7414111623
24417,0.0,37.4700117041
24418,0.0,32.509970913
24419,0.0,34.2865882711
24420,0.0,34.4118317573
24421,0.0,29.9314190184
24422,0.0,42.4038623073
24423,0.0,39.2570012504
24424,0.0,33.1612149786
24425,0.0,29.9459857447
24426,0.0,33.1824761493
24427,0.0,24.5000159214
24428,0.0,25.159708251
24429,0.0,21.7293479399
24430,0.0,36.2847127894
24431,0.0,39.9739706139
24432,0.0,39.0835591138
24433,0.0,43.2176335603
24434,0.0,51.5578730361
24435,0.0,56.0760186605
24436,0.0,54.555488179
24437,0.0,67.0369726493
24438,0.0,53.8327762066
24439,0.0,68.3487208136
24440,0.0,61.0229674567
24441,0.0,47.0013736363
24442,0.0,49.3204702632
24443,0.0,32.5328823343
24444,0.0,20.424767919
24445,0.0,13.253063029
24446,0.0,22.4046152494
24447,0.0,13.8761371237
24448,0.0,14.474429766
24449,0.0,15.5163891176
24450,0.0,19.3770722192
24451,0.0,27.5430531694
24452,0.0,26.0393332411
24453,0.0,27.2283467126
24454,0.0,27.47555978
24455,0.0,30.263703224
24456,0.0,49.2834671125
24457,0.0,48.3511633372
24458,0.0,58.7950891391
24459,0.0,71.5151087557
24460,0.0,66.9845858761
24461,0.0,66.5003094486
24462,0.0,69.1215094403
24463,0.0,75.1519972912
24464,0.0,81.2347805967
24465,0.0,77.2069773904
24466,0.0,75.0355947538
24467,0.0,70.2152462825
24468,0.0,63.1805435366
24469,0.0,74.0849839897
24470,0.0,74.7808505063
24471,0.0,63.9646499325
24472,0.0,68.2717652968
24473,0.0,65.7642041399
24474,0.0,56.1040136077
24475,0.0,69.2428142383
24476,0.0,68.2252859181
24477,0.0,74.2352051166
24478,0.0,74.8365985922
24479,0.0,109.545142308
24480,0.0,99.2181363071
24481,0.0,86.6245694681
24482,0.0,97.7798035935
24483,0.0,97.5847726401
24484,0.0,88.9264610956
24485,0.0,105.017519317
24486,0.0,102.768636129
24487,0.0,83.5398638271
24488,0.0,81.3498513732
24489,0.0,82.9695253482
24490,0.0,85.7455849064
24491,0.0,97.5244469057
24492,0.0,102.053360217
24493,0.0,96.0708708373
24494,0.0,86.9772195011
24495,0.0,107.270339056
24496,0.0,108.443632236
24497,0.0,73.5523866217
24498,0.0,54.6312618698
24499,0.0,45.1154314099
24500,0.0,40.1496371483
24501,0.0,47.7427081053
24502,0.0,51.1649187011
24503,0.0,37.9747726835
24504,0.0,48.5209440253
24505,0.0,43.2568865716
24506,0.0,47.0996510225
24507,0.0,49.2028709097
24508,0.0,47.0761261774
24509,0.0,45.9930710772
24510,0.0,43.4620639685
24511,0.0,49.0847449332
24512,0.0,72.6584826424
24513,0.0,75.6951378616
24514,0.0,91.7625707517
24515,0.0,101.562290587
24516,0.0,78.5126031106
24517,0.0,97.8379488742
24518,0.0,89.8508588928
24519,0.0,70.5002432266
24520,0.0,71.555532664
24521,0.0,60.3736020553
24522,0.0,60.2817584644
24523,0.0,73.4371287095
24524,0.0,69.1891424801
24525,0.0,74.7397784925
24526,0.0,51.4425704326
24527,0.0,56.5423313264
24528,0.0,51.7738815857
24529,0.0,54.0299995152
24530,0.0,56.0657029533
24531,0.0,67.0967527658
24532,0.0,60.0302860166
24533,0.0,73.8720600028
24534,0.0,63.4438793378
24535,0.0,93.279062584
24536,0.0,93.3205328101
24537,0.0,91.8437566132
24538,0.0,107.177085414
24539,0.0,125.674242924
24540,0.0,121.71876135
24541,0.0,116.572599654
24542,0.0,125.397383579
24543,0.0,132.078951822
24544,0.0,155.098575101
24545,0.0,177.563442121
24546,0.0,197.728996193
24547,0.0,199.582654911
24548,0.0,216.250046928
24549,0.0,196.034970956
24550,0.0,203.748441804
24551,0.0,202.558300845
24552,0.0,232.773755238
24553,0.0,235.248996313
24554,0.0,265.985189511
24555,0.0,263.363236171
24556,0.0,246.375045077
24557,0.0,268.689423206
24558,0.0,237.741050183
24559,0.0,242.334830201
24560,0.0,226.137257916
24561,0.0,241.577306365
24562,0.0,232.953143866
24563,0.0,245.688604432
24564,0.0,227.904286609
24565,0.0,261.057426844
24566,0.0,259.613718181
24567,0.0,231.414177927
24568,0.0,251.447357546
24569,0.0,238.031579705
24570,0.0,229.376138554
24571,0.0,254.785669205
24572,0.0,256.528669764
24573,0.0,278.60635558
24574,0.0,289.638910837
24575,0.0,243.756617338
24576,0.0,225.549094384
24577,0.0,214.206846128
24578,0.0,207.642625683
24579,0.0,200.870706451
24580,0.0,189.851564711
24581,0.0,178.32665907
24582,0.0,201.28593517
24583,0.0,181.189663814
24584,0.0,190.483625634
24585,0.0,214.27897876
24586,0.0,244.066572409
24587,0.0,271.509225061
24588,0.0,291.696569976
24589,0.0,283.633011085
24590,0.0,292.827454467
24591,0.0,294.86753608
24592,0.0,279.253195533
24593,0.0,282.061397608
24594,0.0,301.758790524
24595,0.0,270.550456757
24596,0.0,255.236337544
24597,0.0,273.248407956
24598,0.0,258.834287543
24599,0.0,263.359665439
24600,0.0,269.371273716
24601,0.0,297.633042472
24602,0.0,311.733028748
24603,0.0,319.063780377
24604,0.0,309.852791015
24605,0.0,356.860382808
24606,0.0,354.844379103
24607,0.0,371.564862702
24608,0.0,385.477875637
24609,0.0,415.051336979
24610,0.0,429.599070419
24611,0.0,442.891548525
24612,0.0,450.451634645
24613,0.0,492.836733544
24614,0.0,533.933995572
24615,0.0,509.825656515
24616,0.0,539.741117312
24617,0.0,521.727553277
24618,0.0,500.845999363
24619,0.0,506.816089527
24620,0.0,492.313218603
24621,0.0,537.701335811
24622,0.0,547.61963364
24623,0.0,489.996470585
24624,0.0,490.907551555
24625,0.0,498.796665357
24626,0.0,521.099134327
24627,0.0,536.684514068
24628,0.0,512.789544516
24629,0.0,467.211652182
24630,0.0,453.537332106
24631,0.0,457.663098244
24632,0.0,403.810034998
24633,0.0,403.741403887
24634,0.0,417.426056729
24635,0.0,473.024074578
24636,0.0,469.434051342
24637,0.0,472.394929736
24638,0.0,480.863689189
24639,0.0,481.968940477
24640,0.0,469.5260994
24641,0.0,471.781609463
24642,0.0,440.230973635
24643,0.0,469.907366267
24644,0.0,490.580261278
24645,0.0,502.352321036
24646,0.0,531.759677109
24647,0.0,500.276742176
24648,0.0,491.884664747
24649,0.0,471.351843526
24650,0.0,447.295388097
24651,0.0,477.076131156
24652,0.0,463.5961833
24653,0.0,498.491825243
24654,0.0,476.224756632
24655,0.0,485.69069089
24656,0.0,442.951110438
24657,0.0,480.782974263
24658,0.0,441.806111672
24659,0.0,419.639165035
24660,0.0,442.270592312
24661,0.0,417.739533006
24662,0.0,395.255442201
24663,0.0,401.986121266
24664,0.0,400.211520657
24665,0.0,377.998753231
24666,0.0,373.291022296
24667,0.0,404.116470015
24668,0.0,387.660104568
24669,0.0,351.53681316
24670,0.0,321.146542613
24671,0.0,312.977768127
24672,0.0,311.463539985
24673,0.0,325.482917727
24674,0.0,346.355324178
24675,0.0,333.419868924
24676,0.0,305.224542069
24677,0.0,313.35460522
24678,0.0,310.678164817
24679,0.0,295.876596384
24680,0.0,286.729825956
24681,0.0,285.798976291
24682,0.0,280.776172106
24683,0.0,267.985371234
24684,0.0,249.246467494
24685,0.0,243.911039236
24686,0.0,231.432241312
24687,0.0,225.277807685
24688,0.0,222.166824173
24689,0.0,223.827510972
24690,0.0,248.162218682
24691,0.0,269.558178903
24692,0.0,282.030068093
24693,0.0,297.361438045
24694,0.0,316.508239074
24695,0.0,340.935406801
24696,0.0,375.704801855
24697,0.0,382.233967353
24698,0.0,363.264465036
24699,0.0,374.388267817
24700,0.0,393.469667778
24701,0.0,434.798975549
24702,0.0,416.644016086
24703,0.0,406.437147299
24704,0.0,385.341530949
24705,0.0,433.048628911
24706,0.0,416.327375329
24707,0.0,382.483484986
24708,0.0,365.069627247
24709,0.0,380.956254204
24710,0.0,378.910287454
24711,0.0,321.269055281
24712,0.0,359.739143338
24713,0.0,363.420503226
24714,0.0,350.580894665
24715,0.0,326.060049271
24716,0.0,364.026656999
24717,0.0,417.729537727
24718,0.0,387.374896997
24719,0.0,359.225565809
24720,0.0,354.762478828
24721,0.0,429.804919596
24722,0.0,469.404968524
24723,0.0,448.194110624
24724,0.0,467.426148127
24725,0.0,489.109310698
24726,0.0,488.308355329
24727,0.0,496.121958116
24728,0.0,472.644944076
24729,0.0,476.35454235
24730,0.0,504.737612197
24731,0.0,475.805028128
24732,0.0,459.536606255
24733,0.0,449.167638935
24734,0.0,452.031469003
24735,0.0,437.027762682
24736,0.0,420.364375873
24737,0.0,394.907109657
24738,0.0,382.371598814
24739,0.0,371.831917744
24740,0.0,361.556843961
24741,0.0,368.45720231
24742,0.0,397.866103826
24743,0.0,420.07857906
24744,0.0,444.93556756
24745,0.0,425.198094928
24746,0.0,376.079717009
24747,0.0,342.33707443
24748,0.0,310.812619943
24749,0.0,318.40206419
24750,0.0,321.67976498
24751,0.0,349.155711142
24752,0.0,345.784064133
24753,0.0,339.054809572
24754,0.0,362.119961235
24755,0.0,349.545961658
24756,0.0,329.035092702
24757,0.0,334.169454382
24758,0.0,341.625291544
24759,0.0,354.035327596
24760,0.0,369.28991221
24761,0.0,361.314042128
24762,0.0,332.542369663
24763,0.0,328.751804894
24764,0.0,359.204008158
24765,0.0,376.211836478
24766,0.0,389.970102533
24767,0.0,374.00503284
24768,0.0,334.733249298
24769,0.0,340.952365494
24770,0.0,323.991513685
24771,0.0,315.110779011
24772,0.0,287.009751841
24773,0.0,241.003778371
24774,0.0,239.7786741
24775,0.0,235.668143171
24776,0.0,215.657712278
24777,0.0,206.827576874
24778,0.0,194.945340504
24779,0.0,203.895695986
24780,0.0,208.29740759
24781,0.0,243.99032858
24782,0.0,239.331439003
24783,0.0,237.765574431
24784,0.0,206.885468381
24785,0.0,237.717786457
24786,0.0,255.877216464
24787,0.0,323.326736024
24788,0.0,333.669011617
24789,0.0,340.395985499
24790,0.0,365.994527691
24791,0.0,373.739369521
24792,0.0,372.323720398
24793,0.0,357.923214739
24794,0.0,304.535518104
24795,0.0,314.497601043
24796,0.0,334.170789334
24797,0.0,338.103864837
24798,0.0,340.143308616
24799,0.0,289.579752492
24800,0.0,320.745514092
24801,0.0,322.21472369
24802,0.0,322.327614902
24803,0.0,337.740528249
24804,0.0,325.013454662
24805,0.0,345.698063888
24806,0.0,368.795456563
24807,0.0,346.01248306
24808,0.0,361.32568584
24809,0.0,341.280299253
24810,0.0,331.183636737
24811,0.0,328.952002219
24812,0.0,365.599110324
24813,0.0,346.730539361
24814,0.0,378.742607467
24815,0.0,392.473079708
24816,0.0,408.496576459
24817,0.0,430.585278817
24818,0.0,432.874529755
24819,0.0,430.645836595
24820,0.0,443.4426872
24821,0.0,448.878137308
24822,0.0,464.875994218
24823,0.0,434.077166796
24824,0.0,380.9892717
24825,0.0,351.866420625
24826,0.0,386.593389302
24827,0.0,388.4467338
24828,0.0,369.485758547
24829,0.0,345.796331312
24830,0.0,305.107715656
24831,0.0,283.428411882
24832,0.0,267.658049896
24833,0.0,277.145727466
24834,0.0,282.030445668
24835,0.0,315.973585423
24836,0.0,306.153710954
24837,0.0,288.397006714
24838,0.0,264.752118516
24839,0.0,289.399165
24840,0.0,293.127184217
24841,0.0,265.51038926
24842,0.0,259.891213378
24843,0.0,248.144691686
24844,0.0,270.442494198
24845,0.0,249.378755992
24846,0.0,277.074705854
24847,0.0,305.560557262
24848,0.0,309.178197263
24849,0.0,325.191084472
24850,0.0,338.001122264
24851,0.0,355.918971737
24852,0.0,348.61571867
24853,0.0,392.440099904
24854,0.0,392.769836355
24855,0.0,419.644325276
24856,0.0,386.071825941
24857,0.0,387.524704592
24858,0.0,354.235058665
24859,0.0,344.217947071
24860,0.0,368.84746446
24861,0.0,363.295088638
24862,0.0,387.808107055
24863,0.0,369.708488764
24864,0.0,392.971143083
24865,0.0,392.758507352
24866,0.0,370.271079139
24867,0.0,390.708900954
24868,0.0,359.306273199
24869,0.0,313.028715825
24870,0.0,295.001638654
24871,0.0,261.28100011
24872,0.0,269.068796365
24873,0.0,277.799920649
24874,0.0,288.065123081
24875,0.0,265.071558338
24876,0.0,264.970847672
24877,0.0,271.974167877
24878,0.0,257.008718897
24879,0.0,274.993331992
24880,0.0,285.445894587
24881,0.0,292.757199955
24882,0.0,289.176663883
24883,0.0,261.046659137
24884,0.0,235.81391378
24885,0.0,246.820934736
24886,0.0,234.915459537
24887,0.0,248.165720111
24888,0.0,226.183368395
24889,0.0,227.991833479
24890,0.0,221.196201697
24891,0.0,233.099527002
24892,0.0,190.017416056
24893,0.0,210.3503785
24894,0.0,180.034276194
24895,0.0,186.044470636
24896,0.0,201.905643096
24897,0.0,228.76317904
24898,0.0,226.142163949
24899,0.0,207.282788191
24900,0.0,196.163975976
24901,0.0,180.531333442
24902,0.0,203.645533368
24903,0.0,225.53476049
24904,0.0,247.459230633
24905,0.0,246.427969558
24906,0.0,256.687489664
24907,0.0,229.900834821
24908,0.0,237.109427712
24909,0.0,243.172079627
24910,0.0,247.539692393
24911,0.0,277.804239686
24912,0.0,264.704828263
24913,0.0,326.633192407
24914,0.0,368.658107333
24915,0.0,343.309761481
24916,0.0,387.385390124
24917,0.0,349.526236016
24918,0.0,334.255658468
24919,0.0,348.757843087
24920,0.0,324.829807781
24921,0.0,366.483272943
24922,0.0,388.316812338
24923,0.0,357.480037561
24924,0.0,356.41787957
24925,0.0,377.902761433
24926,0.0,341.62615082
24927,0.0,323.553360737
24928,0.0,343.557516386
24929,0.0,332.676639024
24930,0.0,335.367735465
24931,0.0,414.934693586
24932,0.0,380.756813609
24933,0.0,392.486744492
24934,0.0,370.216452838
24935,0.0,363.88412076
24936,0.0,361.806756513
24937,0.0,327.696142105
24938,0.0,333.437680223
24939,0.0,343.71163115
24940,0.0,353.164866902
24941,0.0,345.147464056
24942,0.0,353.84806677
24943,0.0,345.918773117
24944,0.0,324.829380608
24945,0.0,310.547834728
24946,0.0,276.617065932
24947,0.0,266.951433452
24948,0.0,251.229338889
24949,0.0,284.150459979
24950,0.0,295.134712424
24951,0.0,278.303308229
24952,0.0,239.64704572
24953,0.0,257.41349281
24954,0.0,258.426997371
24955,0.0,282.196974662
24956,0.0,313.312508369
24957,0.0,315.02354032
24958,0.0,304.641133614
24959,0.0,280.584033093
24960,0.0,292.016410437
24961,0.0,323.174099973
24962,0.0,314.912790634
24963,0.0,332.20624687
24964,0.0,326.011254793
24965,0.0,312.947315324
24966,0.0,321.437086519
24967,0.0,327.980003732
24968,0.0,331.705348438
24969,0.0,319.712815069
24970,0.0,313.23594873
24971,0.0,359.3115247
24972,0.0,371.616674039
24973,0.0,352.362214257
24974,0.0,375.775841361
24975,0.0,412.420601944
24976,0.0,376.432050623
24977,0.0,356.401882218
24978,0.0,369.585801074
24979,0.0,375.677629651
24980,0.0,362.230581612
24981,0.0,364.398815493
24982,0.0,375.940372003
24983,0.0,363.410660874
24984,0.0,312.92352917
24985,0.0,336.847647696
24986,0.0,355.211508508
24987,0.0,340.91261887
24988,0.0,309.076756357
24989,0.0,288.537908714
24990,0.0,274.311962123
24991,0.0,252.587694027
24992,0.0,235.14605067
24993,0.0,256.408948386
24994,0.0,251.790164227
24995,0.0,263.225626857
24996,0.0,282.471330633
24997,0.0,291.10799106
24998,0.0,277.726631379
24999,0.0,309.915537865
25000,0.0,334.08004738
25001,0.0,345.716131235
25002,0.0,360.15784449
25003,0.0,303.6088589
25004,0.0,287.042369358
25005,0.0,285.158453696
25006,0.0,286.1346979
25007,0.0,288.706091763
25008,0.0,289.472647845
25009,0.0,296.35230216
25010,0.0,297.471640963
25011,0.0,302.517753995
25012,0.0,261.236815928
25013,0.0,261.89841512
25014,0.0,291.271464822
25015,0.0,289.877594984
