#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
8225,-607.810202919,3.05484539969,-604.755357519,122.471005036
8226,-607.787343149,3.45035426564,-604.336988883,138.327247162
8227,-607.758705148,3.55227584181,-604.206429306,142.413358318
8228,-607.728481387,3.53520712383,-604.193274263,141.729060826
8229,-607.694531998,3.37371520236,-604.320816795,135.254730593
8230,-607.655570828,3.40466945567,-604.250901372,136.495709437
8231,-607.609658407,3.15253546041,-604.457122947,126.387471618
8232,-607.558656297,3.43161642232,-604.127039875,137.576033204
8233,-607.511600963,3.2444840743,-604.267116889,130.073759361
8234,-607.45114907,3.86428469903,-603.586864371,154.922023512
8235,-607.387191276,3.97966141466,-603.407529861,159.547561133
8236,-607.42884248,3.70302605274,-603.725816428,148.457045453
8237,-607.384805759,3.49564965346,-603.889156106,140.143172665
8238,-607.346728591,3.63768625239,-603.709042339,145.837524669
8239,-607.298603005,3.55333785067,-603.745265154,142.455935036
8240,-607.242068203,3.01459472552,-604.227473478,120.857325824
8241,-607.173726681,3.1306858001,-604.043040881,125.511502621
8242,-607.0856823,3.62506653465,-603.460615765,145.331590877
8243,-606.992432148,3.54080587157,-603.451626277,141.953518752
8244,-606.889384588,3.56176616395,-603.327618424,142.793832332
8245,-606.773995378,4.0235335998,-602.750461779,161.306429391
8246,-606.624001975,4.24517042121,-602.378831554,170.192013019
8247,-606.460441682,4.11833587884,-602.342105804,165.107122675
8248,-606.306438701,4.07802305623,-602.228415645,163.490951885
8249,-606.207839717,4.40980164705,-601.79803807,176.79220028
8250,-606.151469037,4.12381218017,-602.027656857,165.326671634
8251,-606.159282818,3.70888626138,-602.450396556,148.69198554
8252,-606.20261856,3.27007191316,-602.932546647,131.099594692
8253,-606.301089452,3.60754328131,-602.693546171,144.629070728
8254,-606.365113461,3.73696783962,-602.628145621,149.817796722
8255,-606.387771296,3.62464894665,-602.763122349,145.314849467
8256,-606.393154539,3.81013175619,-602.583022783,152.750992096
8257,-606.382882751,3.80360025598,-602.579282495,152.489139435
8258,-606.352058738,3.7473790061,-602.604679732,150.235188064
8259,-606.316178799,3.60330416596,-602.712874633,144.459121467
8260,-606.29429679,2.97613916215,-603.318157628,119.315613927
8261,-606.288126163,3.30059773681,-602.987528426,132.323397475
8262,-606.184075891,3.96804111806,-602.216034772,159.081694872
8263,-606.176231692,3.75259716823,-602.423634524,150.444388032
8264,-606.186513288,3.91695071671,-602.269562571,157.033443002
8265,-606.199579183,4.01202376357,-602.187555419,160.844991568
8266,-606.230442408,4.49198927229,-601.738453136,180.087162789
8267,-606.245403143,4.26993507513,-601.975468068,171.184846259
8268,-606.253563928,4.31940418175,-601.934159747,173.168099227
8269,-606.262769351,4.3095310468,-601.953238305,172.772277965
8270,-606.275798035,3.87598681442,-602.399811221,155.391169948
8271,-606.301772989,3.98143134211,-602.320341647,159.618518829
8272,-606.32198592,4.28993876721,-602.032047153,171.986809027
8273,-606.360989897,4.16985637945,-602.191133517,167.172617541
8274,-606.400878038,4.7646167049,-601.636261333,191.016997627
8275,-606.439919136,4.67468344953,-601.765235687,187.411507092
8276,-606.488262011,5.19386678383,-601.294395228,208.225949865
8277,-606.539054231,5.00969847816,-601.529355753,200.842506665
8278,-606.587564992,4.96495578467,-601.622609208,199.048739085
8279,-606.623552207,4.54831280878,-602.075239398,182.345214906
8280,-606.659170182,4.78822095327,-601.870949229,191.963309352
8281,-606.678133914,5.07287836962,-601.605255544,203.37543511
8282,-606.699060436,4.93304080864,-601.766019627,197.769244159
8283,-606.707146496,5.06579395701,-601.641352539,203.091415783
8284,-606.724200697,5.45437120707,-601.26982949,218.669764315
8285,-606.734514244,5.32839559364,-601.406118651,213.619309065
8286,-606.745973767,5.25551271449,-601.490461052,210.697380689
8287,-606.756548161,5.76498655846,-600.991561603,231.122562833
8288,-606.763859516,6.95989895907,-599.803960557,279.027482227
8289,-606.770005491,7.06907031922,-599.700935172,283.40424257
8290,-606.777005142,6.86480287413,-599.912202268,275.215010048
8291,-606.776261932,7.00828791707,-599.767974015,280.96743124
8292,-606.780626357,6.34368325145,-600.436943106,254.322940047
8293,-606.781544226,6.55658406637,-600.22496016,262.858290732
8294,-606.786672285,6.2285663254,-600.558105959,249.707817582
8295,-606.785630228,6.23644546699,-600.549184761,250.023698179
8296,-606.784426248,5.91147231843,-600.87295393,236.995284984
8297,-606.772898433,5.17306320758,-601.599835225,207.39191915
8298,-606.878594337,5.5998174722,-601.278776865,224.500812352
8299,-606.900550542,5.82087973939,-601.079670803,233.363361678
8300,-606.914822348,6.46057309639,-600.454249251,259.009140137
8301,-606.909001357,6.59797716029,-600.311024197,264.517770395
8302,-606.854616825,5.80576153966,-601.048855286,232.757261901
8303,-606.742017187,5.21382305935,-601.528194128,209.026011668
8304,-606.59000198,5.55175900621,-601.038242974,222.574113007
8305,-606.466219227,4.92512402743,-601.5410952,197.451854561
8306,-606.388483246,4.67990360267,-601.708579643,187.620786882
8307,-606.362435859,4.47640019799,-601.886035661,179.462185303
8308,-606.375332809,5.17595207202,-601.199380737,207.507735856
8309,-606.457605705,5.24163648813,-601.215969216,210.14107254
8310,-606.547292969,5.39878189972,-601.148511069,216.441147987
8311,-606.598174425,5.35087479557,-601.247299629,214.520516849
8312,-606.610613082,5.95548582003,-600.655127262,238.759818723
8313,-606.57602824,6.5937776072,-599.982250632,264.349407214
8314,-606.510240037,7.10516329871,-599.405076738,284.851236736
8315,-606.426563722,7.26332243744,-599.163241285,291.191953251
8316,-606.255982022,6.89855779281,-599.357424229,276.568269632
8317,-606.19807122,6.83997905857,-599.358092162,274.219804974
8318,-606.147056308,7.02375302153,-599.123303286,281.587438684
8319,-606.119371545,6.74955089535,-599.369820649,270.59447322
8320,-606.121190534,6.49649657486,-599.624693959,260.449338883
8321,-606.13099909,6.53518851935,-599.59581057,262.000527473
8322,-606.159111197,6.82564748383,-599.333463713,273.645241574
8323,-606.200008449,6.58396266541,-599.616045784,263.95591896
8324,-606.252937999,6.63205173716,-599.620886262,265.883845312
8325,-606.32138867,6.9518862415,-599.369502429,278.70624647
8326,-606.396169474,6.59109483571,-599.805074639,264.241852927
8327,-606.484187395,7.30126760662,-599.182919789,292.713203068
8328,-606.570132435,7.7335662317,-598.836566203,310.04437377
8329,-606.676645717,8.12851112932,-598.548134588,325.878005989
8330,-606.89154804,7.88402556384,-599.007522476,316.07639936
8331,-606.986563178,7.85060861756,-599.13595456,314.736689338
8332,-607.037937563,8.19256146948,-598.845376093,328.445831364
8333,-607.030365293,7.57569147494,-599.454673818,303.715058338
8334,-606.972626167,7.44523778433,-599.527388382,298.485073671
8335,-606.823570442,7.51848773943,-599.305082702,301.421718393
8336,-606.584941055,7.1376254006,-599.447315654,286.152666342
8337,-606.313036336,6.68483444033,-599.628201895,267.999942809
8338,-606.196926227,5.84696629426,-600.349959933,234.409190902
8339,-606.233712077,6.06839526906,-600.165316808,243.286441806
8340,-606.402156262,6.16832844021,-600.233827822,247.292836339
8341,-606.630296051,6.73094090837,-599.899355143,269.848385117
8342,-606.869231599,7.34721227009,-599.522019329,294.555158511
8343,-607.103103038,7.51142704314,-599.591675995,301.138649872
8344,-607.252467403,7.28945673236,-599.96301067,292.239696409
8345,-607.33934772,7.16207690587,-600.177270814,287.132945221
8346,-607.379276294,6.70363367798,-600.675642616,268.753618111
8347,-607.396903065,6.60261990026,-600.794283165,264.703901264
8348,-607.417192713,6.92800858218,-600.489184131,277.748973498
8349,-607.42030251,7.06273823022,-600.35756428,283.150384452
8350,-607.425138855,6.7504851615,-600.674653693,270.631928639
8351,-607.440946736,6.86348480063,-600.577461936,275.162167509
8352,-607.366041443,7.4212505532,-599.94479089,297.523407885
8353,-607.395463098,7.51585721802,-599.87960588,301.31625885
8354,-607.415995591,7.93101177184,-599.484983819,317.960111091
8355,-607.431143513,7.55094684343,-599.880196669,302.723027812
8356,-607.447572741,7.41475063787,-600.032822103,297.262821485
8357,-607.469018712,7.37829372881,-600.090724983,295.801237114
8358,-607.484963737,7.66227338935,-599.822690348,307.186191141
8359,-607.499780851,7.62824439929,-599.871536452,305.821943833
8360,-607.521466836,7.93026708726,-599.591199749,317.930256137
8361,-607.540422343,8.0046051597,-599.535817183,320.910524286
8362,-607.555114381,8.16949761138,-599.38561677,327.521184283
8363,-607.566398661,7.97102044943,-599.595378211,319.564088482
8364,-607.575538519,7.9488448868,-599.626693632,318.675053822
8365,-607.583078454,8.27625589075,-599.306822563,331.801202437
8366,-607.586576148,8.16927740441,-599.417298743,327.512356023
8367,-607.586011328,8.3697446995,-599.216266629,335.549237729
8368,-607.580778587,7.80689462357,-599.773883964,312.98416308
8369,-607.575901391,7.97575191752,-599.600149474,319.753776527
8370,-607.567997798,7.88508470697,-599.682913091,316.118861189
8371,-607.551239036,7.68687902616,-599.86436001,308.172649268
8372,-607.53212255,7.43072789225,-600.101394658,297.903361397
8373,-607.507902949,7.80860230654,-599.699300642,313.05262535
8374,-607.47833943,8.19672212841,-599.281617302,328.612635249
8375,-607.448775211,8.43668303328,-599.012092178,338.232844897
8376,-607.530673541,7.70181413431,-599.828859407,308.771408768
8377,-607.521088932,7.26835825567,-600.252730676,291.393842918
8378,-607.516706774,7.44273322501,-600.073973549,298.384664041
8379,-607.510972987,7.69345275727,-599.81752023,308.436194996
8380,-607.48938465,8.50778226681,-598.981602383,341.083265605
8381,-607.441944755,8.66754334725,-598.774401407,347.488205145
8382,-607.348566096,8.95667827229,-598.391887823,359.079837528
8383,-607.226271581,8.81819332955,-598.408078252,353.52787404
8384,-607.09288374,8.28660026366,-598.806283476,332.215915976
8385,-606.969567773,7.87242955798,-599.097138215,315.611506933
8386,-606.865290888,7.25048842391,-599.614802464,290.677428184
8387,-606.801804803,7.34024115962,-599.461563643,294.275681551
8388,-606.782936118,7.36612312042,-599.416812997,295.313308448
8389,-606.804483455,7.2653527677,-599.539130687,291.273350689
8390,-606.856682068,7.51486899865,-599.341813069,301.276640407
8391,-606.911200835,7.69442805935,-599.216772776,308.475295576
8392,-606.974287693,8.10383929667,-598.870448397,324.888894023
8393,-606.991942617,8.02116189049,-598.970780726,321.574295834
8394,-606.991862859,7.99943720274,-598.992425656,320.70333708
8395,-606.967286238,8.63262084138,-598.334665397,346.088136129
8396,-606.937341846,8.81330197983,-598.124039867,353.331776222
8397,-606.901801097,8.80705942846,-598.094741668,353.081507734
8398,-606.870147674,9.4831625128,-597.386985161,380.186979015
8399,-606.746606415,9.39992250357,-597.346683912,376.849825655
8400,-606.73025122,9.35974630353,-597.370504917,375.239132165
8401,-606.738335464,9.30411195816,-597.434223505,373.008710228
8402,-606.760443301,9.6799802853,-597.080463016,388.077548668
8403,-606.799983291,9.62725967666,-597.172723614,385.963940586
8404,-606.835036245,9.28045860442,-597.554577641,372.060429832
8405,-606.866450915,9.3613215286,-597.505129386,375.3022841
8406,-606.908838578,9.26717211781,-597.64166646,371.527764786
8407,-606.943559507,8.99524871787,-597.948310789,360.626155137
8408,-606.985463277,9.19273484216,-597.792728435,368.543519507
8409,-607.039733638,9.89524996401,-597.144483674,396.70786885
8410,-607.106707528,10.1808386091,-596.925868919,408.157328254
8411,-607.189034924,10.7698682794,-596.419166645,431.771962151
8412,-607.268427838,10.3521692678,-596.91625857,415.026100718
8413,-607.340431134,10.2631648244,-597.077266309,411.457846941
8414,-607.409640291,10.0668836289,-597.342756662,403.588789054
8415,-607.476547156,10.2129901088,-597.263557047,409.446305589
8416,-607.53658631,9.59678626107,-597.939800049,384.742238881
8417,-607.591785492,9.44532837017,-598.146457122,378.670180334
8418,-607.639481985,9.51574265643,-598.123739329,381.493141001
8419,-607.67321291,9.20247490803,-598.470738002,368.934005931
8420,-607.701960303,8.53052271282,-599.17143759,341.994946857
8421,-607.72642606,9.19350013931,-598.53292592,368.574200834
8422,-607.747398918,9.01978184479,-598.727617074,361.609706289
8423,-607.76946416,10.3313745799,-597.43808958,414.192426343
8424,-607.777818085,10.5138438984,-597.263974186,421.507755898
8425,-607.784572899,10.6182152458,-597.166357653,425.692080185
8426,-607.893855748,10.3260664873,-597.567789261,413.979621
8427,-607.900221999,11.3281743274,-596.572047672,454.154863368
8428,-607.905196455,11.1127855791,-596.792410876,445.519769599
8429,-607.910998925,10.6565848154,-597.254414109,427.230344531
8430,-607.911881117,10.5366522123,-597.375228904,422.422158022
8431,-607.901029873,9.98436031271,-597.916669561,400.280368449
8432,-607.879166573,10.6543099678,-597.224856605,427.139144211
8433,-607.849860258,10.9181854493,-596.931674809,437.718106875
8434,-607.808435243,10.2844414971,-597.523993746,412.310844441
8435,-607.757859858,9.77221365276,-597.985646206,391.775252392
8436,-607.69882224,9.03063279397,-598.668189446,362.044728844
8437,-607.634965282,9.07302741691,-598.561937866,363.744360544
8438,-607.563185612,8.81971591718,-598.743469695,353.588915701
8439,-607.498435704,9.3523996091,-598.146036095,374.944597767
8440,-607.435773323,9.43875132596,-597.997021997,378.406501781
8441,-607.375902566,9.79592970046,-597.579972865,392.726046235
8442,-607.327243333,9.29291149843,-598.034331835,372.559675537
8443,-607.278278862,9.21793029549,-598.060348567,369.553623813
8444,-607.22169993,9.60613287592,-597.615567054,385.116951563
8445,-607.173524112,9.82974876083,-597.343775351,394.081877307
8446,-607.121375444,9.89422276441,-597.227152679,396.666687661
8447,-607.051034897,9.86460148649,-597.186433411,395.479148783
8448,-606.954754482,9.53070259861,-597.424051883,382.092896116
8449,-606.862677574,9.53167925635,-597.330998317,382.132051045
8450,-606.757060265,9.63521939416,-597.121840871,386.283051531
8451,-606.63025494,9.55181101107,-597.078443929,382.939147939
8452,-606.503151815,9.57553154123,-596.927620274,383.890121487
8453,-606.27050378,9.60383698523,-596.666666795,385.024907612
8454,-606.152986825,10.0942783907,-596.058708434,404.68706526
8455,-606.033412703,9.85128432197,-596.182128381,394.945253836
8456,-605.939021297,9.53634763145,-596.402673665,382.319209646
8457,-605.855409604,9.16996527785,-596.685444326,367.630670881
8458,-605.78628985,8.98905539046,-596.797234459,360.377860074
8459,-605.731780957,8.1374465777,-597.594334379,326.236234705
8460,-605.699257849,8.14908644451,-597.550171405,326.70288555
8461,-605.675135831,8.23091161396,-597.444224217,329.983316939
8462,-605.659781382,8.58141192904,-597.078369453,344.035133066
8463,-605.647088848,8.48501240351,-597.162076445,340.170404993
8464,-605.651319334,9.34676868252,-596.304550651,374.718849768
8465,-605.65534149,9.47613099786,-596.179210493,379.905080395
8466,-605.658483037,9.60496719697,-596.05351584,385.070218635
8467,-605.68065761,9.47006791812,-596.210589692,379.662007057
8468,-605.730926538,9.06255218359,-596.668374354,363.324400714
8469,-605.891855106,8.89878241327,-596.993072693,356.758749841
8470,-605.976176186,8.66904507979,-597.307131106,347.54841071
8471,-606.079906069,9.53388726539,-596.546018804,382.220571756
8472,-606.161754244,10.2607334436,-595.9010208,411.360371091
8473,-606.154917003,10.6880326825,-595.46688432,428.491112716
8474,-606.038899753,10.7864468061,-595.252452947,432.436607511
8475,-605.863984908,11.1892974395,-594.674687469,448.58718651
8476,-605.717496773,10.4583435201,-595.259153252,419.2827048
8477,-605.738469491,11.2652005745,-594.473268916,451.630199168
8478,-605.866118633,10.6818378167,-595.184280816,428.242755975
8479,-606.092921171,10.4805671455,-595.612354025,420.173666332
8480,-606.439267591,11.3352941717,-595.103973419,454.440303176
8481,-606.71684987,10.9342645333,-595.782585337,438.36272921
8482,-606.956596314,11.2290538036,-595.72754251,450.181048468
8483,-607.133262177,11.5819349481,-595.551327229,464.328313801
8484,-607.24321228,12.0109134268,-595.232298854,481.526377385
8485,-607.292996721,12.3350006892,-594.957996032,494.519274749
8486,-607.232919463,12.3487130848,-594.884206378,495.069014804
8487,-607.292013655,12.2961204151,-594.99589324,492.960535887
8488,-607.350682816,11.3054009456,-596.045281871,453.241861694
8489,-607.410628403,11.0664225456,-596.344205857,443.661041392
8490,-607.470527592,10.3325931027,-597.13793449,414.241277822
8491,-607.532899076,10.1345149297,-597.398384147,406.300177784
8492,-607.596829301,9.56291250962,-598.033916791,383.384215203
8493,-607.654016344,10.822639869,-596.831376475,433.887614095
8494,-607.702082641,11.0889299543,-596.613152687,444.563380005
8495,-607.748042427,11.4710748903,-596.276967536,459.883852322
8496,-607.790129933,11.4824055928,-596.30772434,460.338108543
8497,-607.931161716,11.6338432464,-596.297318469,466.409355762
8498,-607.96017885,11.76914668,-596.19103217,471.833770202
8499,-607.961026745,11.8491627247,-596.11186402,475.041672445
8500,-607.893541171,12.3989194155,-595.494621756,497.081823626
8501,-607.740019067,11.7955508091,-595.944468258,472.892331211
8502,-607.531568621,10.9641235721,-596.567445049,439.559800099
8503,-607.300572301,10.396117294,-596.904455007,416.788009501
8504,-607.069626548,9.99781200184,-597.071814546,400.819656586
8505,-606.957120094,10.2944601214,-596.662659973,412.712498479
8506,-606.919460231,9.99468624732,-596.924773984,400.694342783
8507,-606.968760563,9.87181317793,-597.096947385,395.768270811
8508,-607.054460349,10.1551443361,-596.899316013,407.127225899
8509,-607.113169658,10.277209591,-596.835960067,412.020911994
8510,-607.134894228,9.60263446611,-597.532259762,384.976697734
8511,-607.056574686,9.81755941703,-597.239015269,393.593197525
8512,-606.910842905,9.49572528443,-597.415117621,380.690629794
8513,-606.730771571,9.06606137646,-597.664710194,363.465086845
8514,-606.436663778,8.87071073132,-597.565953046,355.633335409
8515,-606.253027137,8.62577798761,-597.62724915,345.813801075
8516,-606.080046191,8.4170232059,-597.663022985,337.444667918
8517,-605.926624731,8.10948212593,-597.817142605,325.115119209
8518,-605.779440878,8.38648054889,-597.39296033,336.220190273
8519,-605.649548297,9.02076166158,-596.628786636,361.648987866
8520,-605.533907585,8.75356810079,-596.780339484,350.937000958
8521,-605.444569822,8.48957255082,-596.954997271,340.353224662
8522,-605.37507487,8.66413803879,-596.710936831,347.351683817
8523,-605.321026792,9.16497102025,-596.156055772,367.430447411
8524,-605.279625707,9.2125846726,-596.067041035,369.339313849
8525,-605.259719399,8.7088969223,-596.550822476,349.146100467
8526,-605.267819219,8.6509310886,-596.616888131,346.822207444
8527,-605.394748969,8.19665482642,-597.198094143,328.609937062
8528,-605.42098026,8.47405686847,-596.946923392,339.731189513
8529,-605.449004597,8.56798013337,-596.881024464,343.496642472
8530,-605.465160247,7.92127464247,-597.543885604,317.569742394
8531,-605.426037414,7.76112978939,-597.664907624,311.149417126
8532,-605.311449224,7.40423435272,-597.907214871,296.841215858
8533,-605.094027944,7.6808405988,-597.413187346,307.930564261
8534,-604.81873104,8.06798701553,-596.750744024,323.451549631
8535,-604.53345757,8.16915744264,-596.364300127,327.507546667
8536,-604.358175307,7.67973328125,-596.678442025,307.886171084
8537,-604.42831995,7.27348085847,-597.154839091,291.599211842
8538,-604.669473963,7.82371173544,-596.845762228,313.658373497
8539,-605.080095636,8.87872715175,-596.201368484,355.954719616
8540,-605.504492067,9.30644617597,-596.198045891,373.102290742
8541,-605.810966535,9.36385438443,-596.44711215,375.403828158
8542,-606.001931116,9.0671530054,-596.93477811,363.508851054
8543,-606.103774074,9.78260262313,-596.321171451,392.191753876
8544,-606.152817871,9.69017521098,-596.46264266,388.486270757
8545,-606.192884777,9.52634363151,-596.666541145,381.91814191
8546,-606.130233521,10.0674237979,-596.062809723,403.610444829
8547,-606.184351742,10.2589682607,-595.925383481,411.289603607
8548,-606.255218593,10.2723271833,-595.98289141,411.825172666
8549,-606.348942092,10.0784548519,-596.27048724,404.052687921
8550,-606.461132868,10.026445976,-596.434686892,401.967613729
8551,-606.578538013,9.80404139005,-596.774496623,393.051249853
8552,-606.707347995,9.99060223079,-596.716745764,400.530611548
8553,-606.847504144,10.0784943087,-596.769009835,404.054269773
8554,-606.985540612,9.79590577652,-597.189634835,392.725087107
8555,-607.116234016,10.6050699766,-596.511164039,425.165076651
8556,-607.234466203,10.6397640891,-596.594702114,426.555989206
8557,-607.354261017,10.9539131598,-596.400347857,439.15045714
8558,-607.469664406,11.1432358674,-596.326428539,446.740544113
8559,-607.583578936,11.415454621,-596.168124315,457.653994705
8560,-607.696611821,11.9190947254,-595.777517096,477.84529793
8561,-607.904413976,12.6770619738,-595.227352002,508.23276392
8562,-607.991401216,12.4940968529,-595.497304364,500.897557286
8563,-608.045242644,11.6036145308,-596.441628113,465.197464258
8564,-608.054933841,11.3654290158,-596.689504826,455.6484313
8565,-608.017154604,11.0511565431,-596.965998061,443.049016091
8566,-607.915231837,10.8666332349,-597.048598602,435.651340579
8567,-607.771550395,10.8728186039,-596.898731791,435.899316583
8568,-607.580788184,10.5993227868,-596.981465397,424.934667574
8569,-607.438865862,9.48833101509,-597.950534847,380.394188083
8570,-607.353757956,8.54538512005,-598.808372836,342.590791724
8571,-607.316679442,8.92417635189,-598.39250309,357.776811569
8572,-607.333554294,9.03594184608,-598.297612448,362.257572658
8573,-607.364570971,9.04220650367,-598.322364468,362.508727402
8574,-607.372396703,9.27841499808,-598.093981705,371.978500147
8575,-607.342720278,9.01964084494,-598.323079433,361.604053501
8576,-607.242056365,9.11539424865,-598.126662116,365.442878074
8577,-607.087327655,8.95858607091,-598.128741584,359.156322582
8578,-606.914397438,8.24602406676,-598.668373371,330.589186317
8579,-606.650529279,7.94980642972,-598.700722849,318.713602787
8580,-606.49113302,7.82508026886,-598.666052751,313.713239012
8581,-606.349400021,7.23716949405,-599.112230527,290.143462462
8582,-606.212180653,7.1084704232,-599.10371023,284.983821796
8583,-606.079456295,6.43793289574,-599.641523399,258.101477796
8584,-605.949702876,7.07946355067,-598.870239325,283.820914884
8585,-605.844281487,6.52794057692,-599.31634091,261.709952115
8586,-605.763326479,5.87173770253,-599.891588776,235.402294928
8587,-605.690960619,5.85936425174,-599.831596367,234.906234161
8588,-605.626974803,6.01909026197,-599.607884541,241.309767709
8589,-605.567465524,6.0348786651,-599.532586859,241.942736435
8590,-605.509518322,5.70268448832,-599.806833834,228.624826893
8591,-605.469312311,6.19947903397,-599.269833277,248.541686616
8592,-605.436346653,6.31570261111,-599.120644041,253.20117554
8593,-605.398256363,6.41810196586,-598.980154397,257.306441192
8594,-605.383885487,6.10543633289,-599.278449154,244.771445373
8595,-605.380330128,6.03189203604,-599.348438092,241.823000273
8596,-605.379685823,6.21611590258,-599.16356992,249.208670949
8597,-605.388436566,5.84889264757,-599.539543918,234.486419827
8598,-605.409514416,6.37834002522,-599.031174391,255.712355666
8599,-605.452762723,6.50095470505,-598.951808018,260.62806861
8600,-605.504077538,6.45341678614,-599.050660751,258.722238381
8601,-605.594039695,6.49254465878,-599.101495036,260.290903652
8602,-605.671181191,6.39805284529,-599.273128346,256.502657162
8603,-605.877936948,6.8202775214,-599.057659427,273.429955819
8604,-606.003146816,7.82351321563,-598.1796336,313.650414692
8605,-606.124625992,8.13329760851,-597.991328384,326.06989947
8606,-606.238905258,7.91317610359,-598.325729154,317.245065997
8607,-606.341325533,8.05898836847,-598.282337165,323.090787233
8608,-606.428219131,8.53802773294,-597.890191398,342.295828649
8609,-606.49917817,8.2404284592,-598.25874971,330.364854284
8610,-606.550915048,7.68447480459,-598.866440244,308.076262252
8611,-606.59984122,7.09460299982,-599.50523822,284.427866565
8612,-606.655869166,7.44578924731,-599.210079919,298.507182229
8613,-606.70890427,7.08558479598,-599.623319474,284.066320122
8614,-606.797411165,7.41614686633,-599.381264299,297.318797314
8615,-606.888564043,7.63680880619,-599.251755237,306.165297222
8616,-606.986372041,7.86517000629,-599.121202035,315.320466152
8617,-607.090760485,7.05058855655,-600.040171928,282.663295074
8618,-607.169204393,6.89398721832,-600.275217175,276.38503193
8619,-607.240892605,7.03618599682,-600.204706608,282.085885832
8620,-607.308970127,7.40447372588,-599.904496401,296.850812505
8621,-607.361710397,7.3392565474,-600.022453849,294.236207721
8622,-607.403335192,7.27733039179,-600.1260048,291.753542472
8623,-607.433048347,7.50574500949,-599.927303338,300.910852952
8624,-607.460770691,7.66405634536,-599.796714346,307.257671163
8625,-607.483678667,7.02448445315,-600.459194214,281.616762317
8626,-607.508317874,7.07903694053,-600.429280934,283.803811768
8627,-607.54623445,7.56031110904,-599.985923341,303.098448126
8628,-607.591616918,7.56440350485,-600.027213414,303.262515292
8629,-607.637617451,7.8076182799,-599.829999171,313.013174996
8630,-607.689721996,7.97135723021,-599.718364766,319.577590272
8631,-607.755573018,8.55592384854,-599.19964917,343.013297122
8632,-607.818439424,8.43782072866,-599.380618695,338.278455944
8633,-607.867980714,8.07392142259,-599.794059292,323.689464386
8634,-607.906821306,8.59654287497,-599.310278431,344.641743848
8635,-607.913341878,8.69135746394,-599.221984414,348.442930646
8636,-607.897904887,8.74320370178,-599.154701186,350.521484558
8637,-607.85860272,8.95314907562,-598.905453645,358.938349431
8638,-607.816532304,8.87933553641,-598.937196768,355.979110206
8639,-607.722387448,8.72586238003,-598.996525068,349.826258179
8640,-607.616427886,9.08571449715,-598.530713389,364.252994947
8641,-607.540913074,9.67227273384,-597.86864034,387.768547246
8642,-607.527171188,9.93194434386,-597.595226844,398.1789736
8643,-607.547964544,9.97226476311,-597.575699781,399.795448945
8644,-607.615115981,10.2570813809,-597.3580346,411.213957206
8645,-607.728921138,10.4077313829,-597.321189755,417.253626891
8646,-607.812647347,10.4108112185,-597.401836128,417.377099772
8647,-607.894115349,10.97068835,-596.923426998,439.822986886
8648,-607.939221533,10.9793813823,-596.959840151,440.171496961
8649,-607.942689937,11.0725571519,-596.870132785,443.906982284
8650,-607.897480994,11.0149629039,-596.88251809,441.597986402
8651,-607.821671238,10.5862052964,-597.235465941,424.408777709
8652,-607.730103129,11.0064194455,-596.723683683,441.255472856
8653,-607.629062434,10.9522712344,-596.6767912,439.08463114
8654,-607.43045862,11.3890836751,-596.041374945,456.596764037
8655,-607.336956845,10.9191144022,-596.417842442,437.755349281
8656,-607.239697923,10.7705716575,-596.469126265,431.800161097
8657,-607.142511775,10.5744280594,-596.568083716,423.936619592
8658,-607.05203508,10.5361714149,-596.515863665,422.402882498
8659,-606.962808927,10.3149290262,-596.647879901,413.533111969
8660,-606.8827181,9.87166021842,-597.011057882,395.762138552
8661,-606.809527823,9.72771546568,-597.081812357,389.991287254
8662,-606.742449918,9.94686896544,-596.795580953,398.777312687
8663,-606.677544271,9.06691206565,-597.610632205,363.499191602
8664,-606.617305641,9.24641449273,-597.370891149,370.695576287
8665,-606.551872717,9.24061415393,-597.311258563,370.463036427
8666,-606.491629313,9.72496493925,-596.766664374,389.881016621
8667,-606.429430705,9.40322628885,-597.026204416,376.982276843
8668,-606.386431207,9.46847879944,-596.917952408,379.598298117
8669,-606.348832424,9.4043111951,-596.944521229,377.025771535
8670,-606.319685393,9.49171445337,-596.82797094,380.529832619
8671,-606.300107764,9.07235235963,-597.227755405,363.717297
8672,-606.285024942,9.15408841602,-597.130936525,366.994155781
8673,-606.265137237,10.0351784472,-596.22995879,402.31770494
8674,-606.250440067,9.41264453343,-596.837795534,377.359861214
8675,-606.24356403,9.3846679504,-596.85889608,376.238259368
8676,-606.233745379,9.3236168568,-596.910128522,373.790676
8677,-606.233667257,8.6169257004,-597.616741556,345.458906352
8678,-606.239716825,8.03949652586,-598.200220299,322.309344888
8679,-606.242424423,7.52145608478,-598.720968339,301.540721548
8680,-606.25622459,6.99019512944,-599.266029461,280.242078041
8681,-606.289649252,6.89316431589,-599.396484937,276.352041165
8682,-606.314873849,7.57010385067,-598.744769998,303.49104636
8683,-606.344361203,7.58616329898,-598.758197904,304.134881487
8684,-606.369403189,7.62082857251,-598.748574616,305.524637869
8685,-606.407085493,8.02217102491,-598.384914468,321.614752777
8686,-606.450447461,7.96530791427,-598.485139547,319.335068735
8687,-606.477884974,8.64687936309,-597.831005611,346.65977078
8688,-606.594981225,9.27382806369,-597.321153161,371.794606565
8689,-606.630621674,8.57465216495,-598.05596951,343.764129139
