#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
3074,-603.954227737,3.61498223719,-600.3392455,144.927303955
3075,-604.307613483,3.55976402781,-600.747849456,142.713565217
3076,-604.587456628,3.6824893284,-600.9049673,147.633713028
3077,-604.828028957,4.17425430979,-600.653774647,167.348933811
3078,-605.007288458,3.92387962433,-601.083408833,157.311228019
3079,-605.178662802,4.14060087291,-601.038061929,165.999742708
3080,-605.295139307,5.19829758204,-600.096841725,208.403583833
3081,-605.525657312,5.91054578282,-599.615111529,236.958139488
3082,-605.758249521,6.19357634447,-599.564673176,248.305043441
3083,-605.985798998,5.93329687938,-600.052502119,237.870247728
3084,-606.219562012,6.17803163829,-600.041530374,247.681844706
3085,-606.479047426,6.71309515939,-599.765952267,269.132935879
3086,-606.736736359,6.74564208942,-599.991094269,270.437766307
3087,-607.009175807,7.71764885215,-599.291526955,309.406234285
3088,-607.379500624,7.76619748585,-599.613303138,311.352584814
3089,-607.602439304,8.48262952454,-599.11980978,340.074873618
3090,-607.67041246,7.71840496243,-599.952007497,309.436547303
3091,-607.547175352,7.71364534187,-599.83353001,309.245730605
3092,-607.269117082,7.71554592077,-599.553571161,309.321926215
3093,-606.904203551,7.67507195862,-599.229131592,307.699295222
3094,-606.557692799,7.54179071523,-599.015902084,302.355951879
3095,-606.432172345,6.48636153495,-599.94581081,260.043017658
3096,-606.592722844,6.02387311221,-600.568849732,241.501515703
3097,-606.883710528,6.03917719952,-600.844533329,242.11506785
3098,-607.199575141,6.49062694238,-600.708948199,260.214020988
3099,-607.462917421,6.88886507737,-600.574052344,276.179681522
3100,-607.581000592,6.85898387511,-600.722016717,274.981722086
3101,-607.57042655,7.04134002925,-600.529086521,282.292514794
3102,-607.437818211,6.52959303052,-600.908225181,261.776200199
3103,-607.223313186,6.70895143547,-600.51436175,268.966810931
3104,-606.969376542,6.35944153113,-600.609935011,254.954701101
3105,-606.594464256,6.36727226328,-600.227191993,255.268640928
3106,-606.324810956,5.58869786153,-600.736113095,224.055018959
3107,-606.051660948,5.35779751649,-600.693863432,214.798053837
3108,-605.76749531,5.17804049302,-600.589454817,207.591462194
3109,-605.475637628,4.89297271758,-600.58266491,196.162884838
3110,-605.168078175,4.77749539763,-600.390582778,191.533313916
3111,-604.873227489,4.1961258002,-600.677101689,168.225777992
3112,-604.581313197,3.88444628127,-600.696866915,155.730316213
3113,-604.277319067,3.77632853804,-600.500990529,151.39579615
3114,-604.021754587,2.87896926543,-601.142785322,115.420001104
3115,-603.784457679,2.54724290207,-601.237214777,102.120846547
3116,-603.562815827,2.42999858314,-601.132817244,97.4204353334
3117,-603.348960595,2.54667118099,-600.802289414,102.097925828
3118,-603.177812563,2.24110769165,-600.936704871,89.8476601854
3119,-603.022121131,2.2314152816,-600.790705849,89.4590843184
3120,-602.876278363,2.39039986666,-600.485878496,95.8328935854
3121,-602.757743553,2.45907772311,-600.29866583,98.5862395007
3122,-602.694666684,2.52071508453,-600.173951599,101.057326778
3123,-602.707076592,2.61095525978,-600.096121332,104.675121956
3124,-602.842521084,2.77431793246,-600.068203152,111.224451985
3125,-602.89673693,2.96920153364,-599.927535396,119.037479283
3126,-602.895867695,3.2079565295,-599.687911166,128.60934315
3127,-602.760829549,3.26489947376,-599.495930075,130.892227782
3128,-602.448930032,2.84399279324,-599.604937238,114.017768539
3129,-602.05485983,2.20419453199,-599.850665298,88.3677843911
3130,-601.677101594,1.75596941901,-599.921132175,70.3981090437
3131,-601.404971452,1.48500541904,-599.919966033,59.5349624475
3132,-601.472895115,1.62858424346,-599.844310871,65.2911434087
3133,-601.744356636,1.84979731998,-599.894559316,74.1597387919
3134,-602.280622492,2.47434965155,-599.806272841,99.1985023748
3135,-602.770067571,3.05616271368,-599.713904858,122.523817126
3136,-603.194946928,3.6033972087,-599.59154972,144.462851619
3137,-603.442384415,3.64220925918,-599.800175156,146.018855347
3138,-603.538069431,4.04430734433,-599.493762087,162.13926413
3139,-603.536659444,3.97117383663,-599.565485607,159.20728787
3140,-603.415328887,3.92664283363,-599.488686053,157.422007118
3141,-603.464967004,3.77448016904,-599.690486835,151.321693673
3142,-603.558790388,3.56061339962,-599.998176988,142.74761716
3143,-603.669598892,3.43258838522,-600.237010507,137.614999913
3144,-603.799833121,3.54796701795,-600.251866103,142.240614392
3145,-603.966457055,3.86826040268,-600.098196652,155.081412404
3146,-604.178729829,4.36080672286,-599.817923107,174.827957635
3147,-604.397539491,4.71262048298,-599.684919008,188.932430742
3148,-604.65290009,5.37524812673,-599.277651963,215.497661671
3149,-604.942394294,5.69248621559,-599.249908079,228.215970618
3150,-605.362741952,6.50229990191,-598.86044205,260.681998544
3151,-605.663447263,7.09654429317,-598.56690297,284.505694448
3152,-605.835563136,7.2261482407,-598.609414896,289.701612287
3153,-605.795963209,6.9955643724,-598.800398836,280.457334951
3154,-605.497220069,6.47014610189,-599.027073967,259.392928988
3155,-605.131671057,6.03223286616,-599.099438191,241.836664404
3156,-604.894063752,5.77787175784,-599.116191994,231.639139979
3157,-604.748555043,5.81282754572,-598.935727497,233.040543295
3158,-604.869949441,5.56488937208,-599.305060069,223.100519058
3159,-605.240725168,5.46831110752,-599.77241406,219.228625205
3160,-605.76722482,5.79612319057,-599.971101629,232.370853378
3161,-606.318371859,6.33828535944,-599.9800865,254.106534575
3162,-606.804706701,6.82290468911,-599.981802011,273.535280911
3163,-607.099014539,6.56773166237,-600.531282877,263.305206077
3164,-607.181006062,6.5857594876,-600.595246575,264.027954886
3165,-607.115299529,6.53912454525,-600.576174984,262.158325654
3166,-606.882945897,6.42273050095,-600.460215397,257.492002577
3167,-606.748020042,7.06710966319,-599.680910379,283.325638424
3168,-606.611122468,7.00624567651,-599.604876792,280.88555631
3169,-606.486867802,6.7300952487,-599.756772553,269.814481997
3170,-606.376890232,6.22487106798,-600.152019164,249.559671987
3171,-606.274311497,5.78745212787,-600.486859369,232.023224079
3172,-606.181474455,5.37351558972,-600.807958865,215.428202984
3173,-606.092900621,5.26929377197,-600.823606849,211.249873447
3174,-606.124682824,4.83753433023,-601.287148494,193.940319003
3175,-606.051777411,4.80149354646,-601.250283864,192.495417401
3176,-605.974174916,4.15971845182,-601.814456464,166.766180545
3177,-605.827906406,4.07198834215,-601.755918064,163.249015747
3178,-605.602356908,4.14153180369,-601.460825104,166.037064409
3179,-605.28265975,4.19852139924,-601.084138351,168.321819325
3180,-604.96879904,3.75814027867,-601.210658761,150.666615418
3181,-604.687485126,3.4048962407,-601.282588885,136.504801417
3182,-604.512750425,3.04058222082,-601.472168204,121.899183676
3183,-604.478113839,2.94376399127,-601.534349847,118.01766945
3184,-604.574827227,3.37513096173,-601.199696265,135.31148943
3185,-604.708991034,3.62536743087,-601.083623603,145.343654029
3186,-604.820326029,3.86871806927,-600.951607959,155.099760595
3187,-604.853407125,4.35811518182,-600.495291944,174.72005177
3188,-604.777136884,4.48773751189,-600.289399372,179.916706579
3189,-604.638756259,4.5390356397,-600.099720619,181.973286355
3190,-604.381006772,4.09925340828,-600.281753364,164.342092357
3191,-604.241648334,4.0020661345,-600.239582199,160.445782874
3192,-604.11460979,3.67140649007,-600.4432033,147.189393866
3193,-604.010703746,3.66817772734,-600.342526019,147.059950387
3194,-603.931861117,3.26415046576,-600.667710651,130.862199499
3195,-603.873037531,3.1718330517,-600.70120448,127.161126284
3196,-603.837453781,3.33971718409,-600.497736597,133.891724967
3197,-603.804960638,3.43516656078,-600.369794077,137.718360873
3198,-603.787533578,3.88046502048,-599.907068558,155.570704532
3199,-603.787064111,4.22139731342,-599.565666797,169.238931595
3200,-603.801809607,4.09121168636,-599.71059792,164.019693794
3201,-603.825995469,4.18521134846,-599.640784121,167.788209572
3202,-603.87330044,4.46692275669,-599.406377684,179.082227692
3203,-603.972901487,4.90252725202,-599.070374235,196.54593317
3204,-604.20715846,4.63034192435,-599.576816536,185.633822646
3205,-604.362494981,4.65850672535,-599.703988256,186.76297029
3206,-604.504232876,4.29531991838,-600.208912957,172.202543346
3207,-604.549229068,4.85045130385,-599.698777764,194.458170002
3208,-604.443567264,5.35942143499,-599.084145829,214.863157927
3209,-604.217171284,5.24640223729,-598.970769047,210.332134939
3210,-603.980345132,4.65775176218,-599.32259337,186.73270326
3211,-603.810845866,4.58999254136,-599.220853324,184.016186124
3212,-603.715767115,4.26257270316,-599.453194412,170.889683337
3213,-603.876072051,4.16208909365,-599.713982958,166.861221324
3214,-604.22293263,3.92231529836,-600.300617332,157.248513037
3215,-604.773111405,3.94359920239,-600.829512202,158.101800447
3216,-605.348872612,4.56093779776,-600.787934814,182.851360025
3217,-605.812126686,4.89449621525,-600.917630471,196.223962983
3218,-606.082420969,4.65587212778,-601.426548841,186.65734733
3219,-606.223274022,4.57372368707,-601.649550335,183.363955757
3220,-606.282544453,5.01957247891,-601.262971974,201.238362637
3221,-606.212948406,5.19090920905,-601.022039197,208.107378511
3222,-606.262824516,4.54807601375,-601.714748502,182.335721618
3223,-606.330955676,4.60994104726,-601.721014629,184.815936438
3224,-606.41846898,4.68646846064,-601.732000519,187.883976879
3225,-606.507077041,4.42452646325,-602.082550577,177.382529021
3226,-606.599389018,4.42174993561,-602.177639082,177.27121598
3227,-606.696537401,4.31579181595,-602.380745585,173.023276818
3228,-606.779215131,3.71693647626,-603.062278655,149.014724591
3229,-606.865558574,3.90125204048,-602.964306533,156.404071494
3230,-606.959885627,4.02972566825,-602.930159959,161.554673982
3231,-607.159993651,3.68590041316,-603.474093238,147.770465932
3232,-607.241837561,3.6224081493,-603.619429411,145.225014248
3233,-607.284339166,3.60358945201,-603.680749714,144.470558795
3234,-607.241962136,3.57001482875,-603.671947307,143.124527387
3235,-607.127436259,3.44753139964,-603.679904859,138.214076382
3236,-606.971922322,3.08479060351,-603.887131718,123.671530342
3237,-606.75217483,3.28457277692,-603.467602054,131.680945015
3238,-606.525432896,3.30939264036,-603.216040256,132.675991645
3239,-606.366683236,3.49300233121,-602.873680905,140.037039564
3240,-606.379854465,3.80752343488,-602.57233103,152.646422571
3241,-606.553684594,3.88070375828,-602.672980835,155.580275707
3242,-606.855625466,4.22186102206,-602.633764444,169.257522016
3243,-607.059764688,4.61820712592,-602.441557563,185.147329627
3244,-607.213480183,4.53939912412,-602.674081059,181.987858714
3245,-607.25451642,4.79955637109,-602.454960048,192.417754612
3246,-607.179787375,4.88702602273,-602.292761353,195.924477456
3247,-607.026762035,4.96714404319,-602.059617992,199.136467983
3248,-606.735280775,5.69709930914,-601.038181466,228.400912941
3249,-606.565863847,5.49296568361,-601.072898164,220.217045344
3250,-606.419514786,5.42848977296,-600.991025013,217.632158534
3251,-606.284088918,4.94979999931,-601.334288918,198.441132473
3252,-606.169297943,4.4519082408,-601.717389702,178.480284677
3253,-606.05700756,4.46334057198,-601.593666988,178.938615265
3254,-605.959678829,4.03630020328,-601.923378625,161.81825194
3255,-605.869623369,3.8493377565,-602.020285613,154.322789562
3256,-605.901957657,3.94679789222,-601.955159765,158.230038281
3257,-605.827446414,3.86502173071,-601.962424683,154.951571656
3258,-605.722693461,3.40976569486,-602.312927766,136.700021425
3259,-605.539360716,3.49712088973,-602.042239826,140.202155612
3260,-605.276822403,2.89804125859,-602.378781144,116.184611376
3261,-604.934195315,2.51809891214,-602.416096403,100.952442497
3262,-604.50610602,2.37044524254,-602.135660777,95.032897988
3263,-604.116498853,1.74974834667,-602.366750506,70.1487016655
3264,-603.865521058,1.69511469139,-602.170406367,67.9583981326
3265,-603.764580934,1.7272399366,-602.037340997,69.2463229058
3266,-603.83607403,1.52002772533,-602.316046304,60.9390325361
3267,-603.978139281,1.65439361698,-602.323745665,66.3258602276
3268,-604.128912307,1.47111818006,-602.657794127,58.978212795
3269,-604.244280983,1.78558689571,-602.458694088,71.5854955278
3270,-604.275509257,1.65635669173,-602.619152566,66.4045613422
3271,-604.241410401,1.50673123005,-602.734679171,60.4059662338
3272,-604.168146086,1.24016448761,-602.927981598,49.7191089353
3273,-604.103439974,1.17574460972,-602.927695364,47.1364685207
3274,-603.943825009,1.0746438907,-602.869181118,43.0832661331
3275,-603.943933638,0.813521856245,-603.130411782,32.614691193
3276,-603.946947614,0.808608957481,-603.138338657,32.4177294583
3277,-603.979750653,0.914258458301,-603.065492194,36.6532958632
3278,-604.023277211,1.15188600616,-602.871391205,46.1799595082
3279,-604.108572562,1.76626265598,-602.342309906,70.8107725051
3280,-604.206922367,1.77272958708,-602.434192779,71.0700365425
3281,-604.313797973,2.07673795601,-602.237060017,83.2579562605
3282,-604.4286165,2.16079264022,-602.26782386,86.6277705412
3283,-604.536825485,2.06078937463,-602.47603611,82.6185658708
3284,-604.653902266,2.24277414275,-602.411128123,89.9144694392
3285,-604.778062803,2.39826854956,-602.379794253,96.148354886
3286,-604.924284539,2.90364484163,-602.020639698,116.409263153
3287,-605.082740546,3.02470436276,-602.058036183,121.262628637
3288,-605.246543346,2.99077466783,-602.255768678,119.902362144
3289,-605.410256908,3.25610838897,-602.154148519,130.539786709
3290,-605.56721905,3.54804116422,-602.019177886,142.24358697
3291,-605.738125623,4.00921757426,-601.728908049,160.732489369
3292,-605.89014256,3.83159467178,-602.058547888,153.611456211
3293,-606.032597862,3.77289125358,-602.259706608,151.257992881
3294,-606.176820353,4.03330623975,-602.143514113,161.698221734
3295,-606.314366089,3.89063087349,-602.423735215,155.978261077
3296,-606.439406181,3.89464267064,-602.54476351,156.139096983
3297,-606.565532109,4.02346619435,-602.542065915,161.303727057
3298,-606.694654897,4.1246183595,-602.570036537,165.358991958
3299,-606.816749791,4.2157624703,-602.600987321,169.013026579
3300,-606.922412499,4.8080633442,-602.114349155,192.758805438
3301,-607.012433227,4.83843693355,-602.173996294,193.976505036
3302,-607.106011852,5.44644433603,-601.659567516,218.35197021
3303,-607.184909955,5.8818459115,-601.303064043,235.807540481
3304,-607.345963094,5.92447975618,-601.421483338,237.516762757
3305,-607.392546697,5.92885509783,-601.4636916,237.69217343
3306,-607.407790065,6.23814113943,-601.169648925,250.091678938
3307,-607.406684735,6.4079346998,-600.998750035,256.898827997
3308,-607.369833983,5.97875284875,-601.391081134,239.692611064
3309,-607.297467104,6.0073866737,-601.29008043,240.840562224
3310,-607.180526372,6.38585104848,-600.794675324,256.013478128
3311,-607.016919519,7.03415958896,-599.98275993,282.004645647
3312,-606.787281978,7.47675191784,-599.31053006,299.748498526
3313,-606.578807569,7.29066586805,-599.288141701,292.28817155
3314,-606.373820378,7.16804689238,-599.205773485,287.372286383
3315,-606.191273818,7.75292955638,-598.438344262,310.820663737
3316,-606.016923613,7.49384950088,-598.523074112,300.433953239
3317,-605.831393735,7.74511754527,-598.08627619,310.50747445
3318,-605.643942005,8.01458580485,-597.6293562,321.310655711
3319,-605.44074715,7.19284944954,-598.2478977,288.366639192
3320,-605.187750337,7.55890034035,-597.628849997,303.041889369
3321,-604.906938992,6.80828131877,-598.098657673,272.949019209
3322,-604.616045011,6.2626098231,-598.353435187,251.072646512
3323,-604.321436629,5.91576386859,-598.40567276,237.167336395
3324,-604.021335248,5.21358918334,-598.807746065,209.016635407
3325,-603.727641507,4.76698828048,-598.960653226,191.11207584
3326,-603.327375359,4.35212470364,-598.975250656,174.479889081
3327,-603.032977828,4.2304244994,-598.802553329,169.600838139
3328,-602.750445972,4.27426294717,-598.476183025,171.358353841
3329,-602.485660998,4.09613754932,-598.389523449,164.217175273
3330,-602.258853793,3.50085637762,-598.757997415,140.351914077
3331,-602.067918721,3.02604803237,-599.041870688,121.316497342
3332,-601.905677158,2.92350195881,-598.982175199,117.205349625
3333,-601.765670439,2.83691804543,-598.928752393,113.734136682
3334,-601.623335054,2.63944354319,-598.983891511,105.817238248
3335,-601.518141967,2.42233477444,-599.095807193,97.1131875906
3336,-601.445054088,1.88092334301,-599.564130745,75.407604011
3337,-601.414351178,1.81061698854,-599.603734189,72.5889704092
3338,-601.395276848,1.41424468376,-599.981032164,56.6981123841
3339,-601.428896361,1.81173860811,-599.617157753,72.6339369648
3340,-601.467768015,1.57060408757,-599.897163927,62.9666761984
3341,-601.522532695,1.45020234223,-600.072330353,58.1396814311
3342,-601.576393227,1.5980754197,-599.978317808,64.0680221637
3343,-601.657243714,1.8378418638,-599.81940185,73.6804357368
3344,-601.750879724,2.36913520087,-599.381744523,94.980377451
3345,-601.847490531,2.02493673694,-599.822553794,81.1812071841
3346,-601.964827671,1.70226331523,-600.262564356,68.2449917347
3347,-602.076911292,1.74930703871,-600.327604254,70.1310093039
3348,-602.202312711,1.86445980056,-600.33785291,74.7475684522
3349,-602.370829659,2.27815435165,-600.092675307,91.3328881071
3350,-602.571683448,2.56176705157,-600.009916396,102.703130413
3351,-602.794470353,3.04526134706,-599.749209006,122.086773298
3352,-603.156287546,3.41003814912,-599.746249396,136.710944317
3353,-603.465628739,4.05058471053,-599.415044028,162.39092837
3354,-603.798862546,4.47710701826,-599.321755528,179.490522249
3355,-604.124440577,5.18251400005,-598.941926577,207.77080839
3356,-604.393637551,5.65148550423,-598.742152046,226.572221862
3357,-604.591240028,5.92091063286,-598.670329396,237.37367397
3358,-604.752665147,5.83514989623,-598.917515251,233.93546279
3359,-604.883650358,5.48642217235,-599.397228186,219.954711152
3360,-605.045286235,5.34921708641,-599.696069149,214.454058067
3361,-605.272518027,4.9949482238,-600.277569803,200.25115809
3362,-605.533234325,5.38651996236,-600.146714362,215.949557874
3363,-605.83749329,5.89371230348,-599.943780987,236.283272887
3364,-606.196986353,6.42875318862,-599.768233164,257.733456567
3365,-606.543585213,6.862771391,-599.680813822,275.133566391
3366,-606.814072035,6.16868188829,-600.645390147,247.307006333
3367,-607.042283988,6.4469032247,-600.595380763,258.4611049
3368,-607.207549784,6.6530578015,-600.554491982,266.725993923
3369,-607.325777375,7.08904422278,-600.236733153,284.205011094
3370,-607.412683459,6.5182507389,-600.89443272,261.321479363
3371,-607.474542065,6.89956244348,-600.574979621,276.608546818
3372,-607.420614302,6.96306146076,-600.457552841,279.154269252
3373,-607.447320953,6.95310241581,-600.494218538,278.755003795
3374,-607.450187279,6.84827514906,-600.60191213,274.552401361
3375,-607.438881037,6.95181357053,-600.487067467,278.703333038
3376,-607.420216931,7.10115371058,-600.31906322,284.690489391
3377,-607.385813729,7.08128545415,-600.304528274,283.893956338
3378,-607.322542039,7.19345431872,-600.12908772,288.390888844
3379,-607.242406954,6.88843167847,-600.353975276,276.16230624
3380,-607.144855709,7.24647134069,-599.898384368,290.516380355
3381,-607.044675878,6.7225815904,-600.322094287,269.513253894
3382,-606.9439258,6.5461476551,-600.397778145,262.439887307
3383,-606.836778062,6.38165249628,-600.455125565,255.845155074
3384,-606.718381654,6.06187800154,-600.656503653,243.025159745
3385,-606.602475894,5.58592132726,-601.016554567,223.943705653
3386,-606.469801725,5.47861083735,-600.991190887,219.64154897
3387,-606.434286259,5.70428088572,-600.730005373,228.688827642
3388,-606.296952254,5.20339874563,-601.093553508,208.608093243
3389,-606.156481355,5.14048445468,-601.0159969,206.085812919
3390,-606.010453458,4.58260030397,-601.427853154,183.719825875
3391,-605.827945125,4.67248058681,-601.155464538,187.323192702
3392,-605.602253485,4.86413307068,-600.738120414,195.006682124
3393,-605.344314737,4.70433410857,-600.639980628,188.600223881
3394,-605.025311073,4.61336304501,-600.411948028,184.953126851
3395,-604.74413827,3.76830438024,-600.975833889,151.074101746
3396,-604.522623373,3.69240421165,-600.830219161,148.03120801
3397,-604.404054608,3.55255321902,-600.851501389,142.424478575
3398,-604.341070327,3.69070619544,-600.650364131,147.963133288
3399,-604.301815871,3.42596710342,-600.875848768,137.349547843
3400,-604.250734906,3.37486297109,-600.875871935,135.300745488
3401,-604.170905396,3.33095319025,-600.839952206,133.54036999
3402,-604.077432135,2.73556270756,-601.341869428,109.670726436
3403,-603.957491729,2.70107746757,-601.256414261,108.288187732
3404,-603.807374519,2.78942791047,-601.017946608,111.830222147
3405,-603.655183292,2.85177718906,-600.803406103,114.329850708
3406,-603.431444878,3.22149858509,-600.209946293,129.152254146
3407,-603.3423164,3.17218357718,-600.170132822,127.175179109
3408,-603.280379411,3.21770912588,-600.062670285,129.000331932
3409,-603.235334582,3.3363848292,-599.898949753,133.758128402
3410,-603.217898337,3.30034486082,-599.917553476,132.31325949
3411,-603.236432224,3.56745737262,-599.668974851,143.021997085
3412,-603.271279598,3.13844002523,-600.132839573,125.822375226
3413,-603.317841503,3.41585122845,-599.901990274,136.943994955
3414,-603.39930976,3.7604021873,-599.638907573,150.757297003
3415,-603.497259071,4.02113553413,-599.476123537,161.210289169
3416,-603.627804627,4.43564971884,-599.192154908,177.828468541
3417,-603.795456763,5.01547561367,-598.77998115,201.074116288
3418,-603.992379613,4.76437732948,-599.228002283,191.007400889
3419,-604.21112666,4.9648018535,-599.246324807,199.042567871
3420,-604.443688114,4.36154392651,-600.082144188,174.857512673
3421,-604.684614691,4.50099873341,-600.183615957,180.44835873
3422,-605.021250781,4.64571056262,-600.375540218,186.249962689
3423,-605.27501125,4.95272181807,-600.322289432,198.558270342
3424,-605.468186791,5.05423709348,-600.413949698,202.628092601
3425,-605.568409717,5.81133318452,-599.757076532,232.980633253
3426,-605.524175957,5.5862927156,-599.937883242,223.958594885
3427,-605.411675576,5.22323082088,-600.188444755,209.403175766
3428,-605.287691903,5.32971357443,-599.957978328,213.672147887
3429,-605.29576337,5.63840912406,-599.657354246,226.047980136
3430,-605.461620339,5.63138915505,-599.830231184,225.766544402
3431,-605.753284191,6.02040681601,-599.732877375,241.362549332
3432,-606.10766957,6.27485816065,-599.832811409,251.563691397
3433,-606.530229197,7.3666833579,-599.163545839,295.335768781
3434,-606.897168389,8.13074630706,-598.766422082,325.967615913
3435,-607.169584568,8.68248677697,-598.487097791,348.087298263
3436,-607.325354908,8.18729844003,-599.138056468,328.234832631
3437,-607.409199383,7.25411406767,-600.155085316,290.822782916
3438,-607.448708988,6.86354290695,-600.585166081,275.164497034
3439,-607.383002162,7.5685031121,-599.81449905,303.42687157
3440,-607.424203447,7.39822131099,-600.025982136,296.60014858
3441,-607.46216885,7.14520239517,-600.316966455,286.456433643
3442,-607.503296499,7.19556192848,-600.30773457,288.475384473
3443,-607.552455569,7.18730604591,-600.365149524,288.144400052
3444,-607.601087545,6.86390382775,-600.737183717,275.178966615
3445,-607.652291731,6.87683432644,-600.775457405,275.697359844
3446,-607.704953223,7.00643023293,-600.69852299,280.892955313
3447,-607.864167033,6.88480204736,-600.979364986,276.016791652
3448,-607.910799315,6.56349884089,-601.347300475,263.135509142
3449,-607.900570053,6.39694884697,-601.503621206,256.458397055
3450,-607.786186296,6.08554876293,-601.700637533,243.974138027
3451,-607.555069729,5.18682911058,-602.368240619,207.943804354
3452,-607.214291621,5.40358984355,-601.810701778,216.633902
3453,-606.856032457,5.14988129674,-601.70615116,206.462539248
3454,-606.608372444,4.34904198534,-602.259330459,174.356300631
3455,-606.559252225,3.74747110857,-602.811781117,150.23888052
3456,-606.655401111,3.98638014845,-602.669020963,159.816920125
3457,-606.849024983,4.43694035968,-602.412084623,177.880211284
3458,-607.052886483,4.25598709234,-602.796899391,170.625661342
3459,-607.203709215,4.32961805903,-602.874091156,173.5775811
3460,-607.261340274,4.42489737238,-602.836442901,177.397399041
3461,-607.218408119,3.88665472881,-603.33175339,155.818854504
3462,-607.11911906,3.57189153879,-603.547227521,143.199766077
3463,-606.993234851,3.38216406616,-603.611070784,135.593451774
3464,-606.873423499,3.2965273584,-603.57689614,132.160213002
3465,-606.64762433,3.28569874082,-603.361925589,131.726085737
3466,-606.533968115,3.50118316444,-603.03278495,140.365015201
3467,-606.425366786,3.24411708091,-603.181249705,130.059046325
3468,-606.330372153,3.2084331537,-603.121938999,128.628451366
3469,-606.252601124,2.78670332753,-603.465897797,111.720991607
3470,-606.186184987,3.11547710548,-603.070707882,124.901774838
3471,-606.109679135,2.86595439587,-603.243724739,114.898225385
3472,-606.035926101,2.82955581153,-603.206370289,113.438979295
3473,-605.976468276,3.02767386416,-602.948794412,121.381678138
3474,-605.901996996,3.06624303388,-602.835753962,122.927944597
3475,-605.83701354,2.80228152039,-603.034732019,112.345532848
3476,-605.785336574,2.65727013765,-603.128066436,106.531919568
3477,-605.746955821,2.80370034477,-602.943255476,112.402414564
3478,-605.73096157,2.34098331015,-603.38997826,93.8517473902
3479,-605.721610898,2.13349326362,-603.588117634,85.5333183996
3480,-605.720503277,2.06805108914,-603.652452188,82.9096933608
3481,-605.722020448,2.19122529078,-603.530795158,87.8478379462
3482,-605.75151291,1.97830503861,-603.773207872,79.311708007
3483,-605.790375776,2.05085825893,-603.739517517,82.2204201181
3484,-605.866161613,2.39422454894,-603.471937064,95.9862279186
3485,-605.937999133,2.48415502256,-603.45384411,99.5916069304
3486,-606.123049231,2.79726693334,-603.325782298,112.144494355
3487,-606.228763974,2.64671195726,-603.582052016,106.108634329
3488,-606.357507111,3.12448047075,-603.233026641,125.262726391
3489,-606.452417322,3.02534777577,-603.427069546,121.288423539
3490,-606.481745961,3.17358041255,-603.308165549,127.231179269
3491,-606.439919707,3.11463442621,-603.325285281,124.867991204
3492,-606.316780317,2.83881936231,-603.477960954,113.810361877
3493,-606.156824982,2.57535734262,-603.581467639,103.247975204
3494,-606.027584759,2.21580226358,-603.811782496,88.8331469114
3495,-606.03542748,2.16763871309,-603.867788766,86.9022346513
3496,-606.176774806,2.24788389041,-603.928890916,90.1193229915
3497,-606.500246614,2.58161667763,-603.918629936,103.49891656
3498,-606.905956671,2.88882130148,-604.01713537,115.814976496
3499,-607.250957357,3.04133841909,-604.209618937,121.929500223
3500,-607.475845857,3.44034475098,-604.035501106,137.925958337
3501,-607.560460888,3.49739710083,-604.063063788,140.213229119
3502,-607.561811788,3.65882470842,-603.90298708,146.684980961
3503,-607.450951646,3.63683009746,-603.814121549,145.803200786
3504,-607.445868641,3.06436008048,-604.38150856,122.852455606
3505,-607.458090331,2.5624953539,-604.895594977,102.73232859
3506,-607.48650117,2.75847626594,-604.728024904,110.589347891
3507,-607.529414747,2.82462953531,-604.704785212,113.241481248
3508,-607.591182548,2.98562825459,-604.605554293,119.696038641
3509,-607.665864021,2.93555586944,-604.730308152,117.688599792
3510,-607.746847187,2.61068597459,-605.136161213,104.664326114
3511,-607.946535569,3.08643568152,-604.860099887,123.737482733
3512,-608.022676207,3.32348975695,-604.69918645,133.241155445
3513,-608.006671892,3.34857503297,-604.658096859,134.246842662
3514,-607.813866651,3.25434500723,-604.559521644,130.469091435
3515,-607.454212602,2.64727506222,-604.806937539,106.131209622
3516,-606.97229005,2.4823626894,-604.489927361,99.5197509721
3517,-606.507674745,2.30288751367,-604.204787231,92.3244588132
3518,-606.226313164,1.87517891997,-604.351134244,75.1773058548
3519,-606.273618497,1.77652896208,-604.497089535,71.2223562881
3520,-606.676550408,2.65306761264,-604.023482795,106.36343724
3521,-607.16299805,3.21178888287,-603.951209167,128.762985023
3522,-607.623049108,3.92712875074,-603.695920357,157.441487893
3523,-607.858444349,4.1361323132,-603.722312036,165.820594853
3524,-607.848795434,4.67271235572,-603.176083078,187.332484488
3525,-607.716088057,3.78281294408,-603.933275113,151.65576077
3526,-607.497647212,3.27592697518,-604.221720237,131.334328446
3527,-607.416851917,2.9320353941,-604.484816522,117.547461339
3528,-607.360123775,3.09650115615,-604.263622619,124.141015034
3529,-607.338007141,3.20477139964,-604.133235742,128.481648945
3530,-607.33952552,3.39792952502,-603.941595995,136.225500647
3531,-607.473744399,3.61386534976,-603.859879049,144.882527114
3532,-607.514575788,3.989077707,-603.525498081,159.925067237
3533,-607.423738919,3.39223076574,-604.031508154,135.997033184
3534,-607.130171257,2.96634883734,-604.163822419,118.923112585
3535,-606.630123358,2.34654918197,-604.283574176,94.074887296
