-5.995060589490000211e+02	1.640791033099999936e+02
-5.969107965639999520e+02	2.119588619360000052e+02
-5.841624515930000143e+02	7.076450951939999641e+02
-5.996783516199999440e+02	1.320645710789999896e+02
-5.921569743889999700e+02	2.451164967640000043e+02
-5.981296927439999536e+02	1.139763692559999981e+02
-6.011097494719999759e+02	2.792520130789999939e+02
-5.981605345450000186e+02	3.644901057509999873e+02
-5.952192845250000346e+02	2.569902576380000028e+02
-5.999474093979999907e+02	2.291861416410000061e+02
-6.006513342759999432e+02	2.876865619580000271e+02
-6.048468805920000477e+02	1.174293852499999957e+02
-6.023439507419999472e+02	1.156304152400000049e+02
-5.920586497909999935e+02	3.393735970359999783e+02
-6.007487151679999897e+02	2.506112909070000114e+02
-5.902683487680000098e+02	6.918282767330000524e+02
-5.960260645030000433e+02	4.788820401049999873e+02
-5.907935429520000525e+02	6.212717754719999448e+02
-6.035498553879999690e+02	1.689908736820000001e+02
-6.012821593449999682e+02	1.671025986690000025e+02
-5.894940453089999437e+02	6.138284473129999697e+02
-5.966305085230000032e+02	1.925472679849999906e+02
-5.955087291510000114e+02	2.045901408219999951e+02
-6.030154893410000341e+02	1.524401477860000114e+02
-5.965783836949999568e+02	2.500542673150000041e+02
-6.006073014849999936e+02	2.452313146969999877e+02
-6.028466415799999822e+02	1.483634994610000035e+02
-6.011499297149999848e+02	1.524770711090000077e+02
-5.977306668869999839e+02	3.989972584870000105e+02
-5.955556795879999754e+02	3.033108354010000198e+02
-5.968084147810000104e+02	3.154969017070000064e+02
-6.034446830030000228e+02	9.233058875090000583e+01
-5.956991622430000461e+02	3.377337199840000039e+02
-5.958029283150000310e+02	4.255649179559999880e+02
-6.004440779929999508e+02	8.875672647570000606e+01
-5.969159181510000280e+02	3.854630648899999983e+02
-6.025306011540000100e+02	1.316913847270000133e+02
-5.997752586169999631e+02	1.872176142369999923e+02
-5.973372023800000079e+02	3.819952474039999970e+02
-6.010154632100000072e+02	2.828385921139999937e+02
-6.028738017690000106e+02	1.886667373120000093e+02
-5.975912506820000090e+02	4.065464251779999927e+02
-5.941932466299999760e+02	5.533773120609999978e+02
-6.034107959179999625e+02	1.670206230679999919e+02
-6.003160172200000488e+02	2.453373408090000112e+02
-5.933685038910000458e+02	3.296394916319999879e+02
-6.004135054590000209e+02	2.053748972879999997e+02
-5.986945831670000189e+02	1.647168114330000037e+02
-6.026499009149999893e+02	9.105966223119999370e+01
-6.013633760640000219e+02	1.767856542380000064e+02
-6.019048931840000023e+02	9.610514432130000273e+01
-5.893721094219999941e+02	4.929152115289999756e+02
-5.917179829330000302e+02	3.776784457609999777e+02
-5.986567703700000038e+02	1.816443383410000081e+02
-5.979921861829999443e+02	7.205926859269999341e+01
-5.878866462989999491e+02	4.923134177210000075e+02
-5.825784014880000541e+02	8.692340545450000491e+02
-5.881792469109999502e+02	5.997866807760000256e+02
-5.929993920169999910e+02	3.896622959950000222e+02
-5.942569099070000220e+02	2.789425081559999740e+02
-6.017981068159999722e+02	1.907880669509999905e+02
-5.931394905199999812e+02	2.784424045320000118e+02
-5.954605188599999792e+02	2.192184801660000062e+02
-6.007699625410000408e+02	1.960456617730000062e+02
-6.003247295429999895e+02	1.440450456350000081e+02
-6.013509124639999754e+02	2.683732381240000109e+02
-5.966149040190000505e+02	2.904590791630000126e+02
-5.952279653660000349e+02	2.738230853030000276e+02
-6.015906957690000354e+02	1.092768865080000040e+02
-6.010456382500000245e+02	1.939737172910000140e+02
-6.035103274499999770e+02	1.378659381610000025e+02
-6.008759450840000227e+02	1.900996900819999951e+02
-5.956362614619999931e+02	3.369400295909999841e+02
-6.026336263199999621e+02	1.265004864149999975e+02
-5.973740161030000309e+02	3.712841893699999787e+02
-6.006399361090000184e+02	2.355505897829999924e+02
-5.948222696540000243e+02	4.779939444469999899e+02
-5.975232924340000409e+02	3.382174584339999797e+02
-5.994565849790000129e+02	3.354940999080000097e+02
-6.015115553690000070e+02	2.143058568620000131e+02
-5.994022026919999462e+02	1.018387469679999953e+02
-5.892269314669999858e+02	5.413280238700000382e+02
